PolicyNumber,LineOfBusiness,PolicyStatus,EffectiveDate,ExpirationDate,State,ClassCode,WrittenPremium,InsuredName,AgencyCode,UnderwriterID,RenewalCount
KM-POL-001012,GL,Expired,2021-05-10,2022-05-10,PA,58483,4030.39,Insured A-1012,AG001,UW101,0
KM-POL-001013,GL,Expired,2023-08-09,2024-08-08,NJ,97047,2253.04,Insured A-1013,AG001,UW104,0
KM-POL-001014,WC,Expired,2022-09-11,2023-09-11,NJ,7380,8703.63,Insured A-1014,AG004,UW101,2
KM-POL-001015,CA,In Force,2023-04-17,2024-04-16,NY,7219,3675.69,Insured A-1015,AG005,UW104,2
KM-POL-001016,GL,Expired,2021-08-27,2022-08-27,NJ,41677,3373.24,Insured A-1016,AG004,UW103,1
KM-POL-001017,WC,In Force,2021-10-14,2022-10-14,NY,8742,8601.55,Insured A-1017,AG015,UW104,1
KM-POL-001018,CA,Expired,2021-04-03,2022-04-03,NJ,7219,6600.52,Insured A-1018,AG012,UW103,2
KM-POL-001019,GL,Cancelled,2021-03-18,2022-03-18,PA,41677,6591.25,Insured A-1019,AG004,UW103,0
KM-POL-001020,WC,In Force,2022-09-16,2023-09-16,NY,7380,12652.18,Insured A-1020,AG002,UW104,2
KM-POL-001021,CA,Expired,2023-10-06,2024-10-05,PA,7219,14589.31,Insured A-1021,AG012,UW101,3
KM-POL-001022,WC,In Force,2021-08-26,2022-08-26,NJ,8742,7522.82,Insured A-1022,AG004,UW101,0
KM-POL-001023,GL,In Force,2021-07-19,2022-07-19,NY,41677,8061.41,Insured A-1023,AG001,UW104,3
KM-POL-001024,GL,In Force,2022-04-26,2023-04-26,NJ,91580,4645.02,Insured A-1024,AG003,UW103,3
KM-POL-001025,GL,In Force,2021-10-05,2022-10-05,PA,97047,3668.54,Insured A-1025,AG002,UW101,0
KM-POL-001026,CA,Expired,2023-03-07,2024-03-06,NJ,7210,3460.11,Insured A-1026,AG015,UW102,0
KM-POL-001027,GL,In Force,2023-07-19,2024-07-18,MD,58483,4745.11,Insured A-1027,AG002,UW103,5
KM-POL-001028,GL,In Force,2023-01-30,2024-01-30,NY,58483,8532.46,Insured A-1028,AG005,UW104,0
KM-POL-001029,WC,Expired,2023-05-09,2024-05-08,NY,7380,64812.94,Insured A-1029,AG003,UW103,3
KM-POL-001030,GL,Expired,2021-11-13,2022-11-13,NY,41677,4018.92,Insured A-1030,AG002,UW102,2
KM-POL-001031,WC,Cancelled,2023-04-30,2024-04-29,PA,9015,7091.84,Insured A-1031,AG004,UW102,1
KM-POL-001032,CA,Expired,2021-07-22,2022-07-22,NJ,7210,4732.11,Insured A-1032,AG002,UW101,0
KM-POL-001033,WC,Expired,2023-09-30,2024-09-29,NY,8742,13583.88,Insured A-1033,AG002,UW102,1
KM-POL-001034,WC,In Force,2023-04-16,2024-04-15,PA,5191,12220.14,Insured A-1034,AG002,UW103,1
KM-POL-001035,WC,In Force,2022-07-27,2023-07-27,PA,8742,27647.11,Insured A-1035,AG005,UW101,2
KM-POL-001036,CA,In Force,2021-03-09,2022-03-09,PA,7210,1146.15,Insured A-1036,AG002,UW102,4
KM-POL-001037,WC,In Force,2023-01-29,2024-01-29,NJ,8017,1466.24,Insured A-1037,AG002,UW101,3
KM-POL-001038,CA,Expired,2022-03-21,2023-03-21,MD,7230,3649.97,Insured A-1038,AG005,UW101,1
KM-POL-001039,WC,In Force,2023-06-28,2024-06-27,PA,5191,23809.51,Insured A-1039,AG012,UW104,4
KM-POL-001040,WC,Expired,2023-06-30,2024-06-29,DE,7380,2828.44,Insured A-1040,AG003,UW101,3
KM-POL-001041,CA,In Force,2022-04-29,2023-04-29,PA,7219,808.69,Insured A-1041,AG015,UW101,4
KM-POL-001042,CA,In Force,2023-01-13,2024-01-13,MD,7230,6923.71,Insured A-1042,AG012,UW102,1
KM-POL-001043,WC,In Force,2021-07-23,2022-07-23,PA,8810,12027.2,Insured A-1043,AG001,UW103,3
KM-POL-001044,CA,Expired,2023-01-23,2024-01-23,NJ,7219,2555.17,Insured A-1044,AG005,UW103,2
KM-POL-001045,GL,Expired,2023-01-05,2024-01-05,NY,58483,3327.98,Insured A-1045,AG005,UW102,1
KM-POL-001046,CA,Expired,2021-05-05,2022-05-05,NY,7220,2746.7,Insured A-1046,AG002,UW103,5
KM-POL-001047,WC,In Force,2023-03-27,2024-03-26,NJ,7380,10812.18,Insured A-1047,AG002,UW101,0
KM-POL-001048,WC,Cancelled,2022-07-20,2023-07-20,NJ,9015,5996.6,Insured A-1048,AG015,UW104,0
KM-POL-001049,GL,In Force,2022-01-24,2023-01-24,NJ,41677,9375.4,Insured A-1049,AG001,UW101,4
KM-POL-001050,WC,In Force,2021-09-08,2022-09-08,PA,5183,1008.58,Insured A-1050,AG002,UW101,0
KM-POL-001051,GL,Cancelled,2023-07-21,2024-07-20,PA,41677,3641.69,Insured A-1051,AG004,UW104,4
KM-POL-001052,CA,In Force,2021-07-07,2022-07-07,NJ,7210,2500.8,Insured A-1052,AG002,UW102,3
KM-POL-001053,GL,Expired,2022-03-11,2023-03-11,PA,97047,5544.5,Insured A-1053,AG002,UW101,0
KM-POL-001054,CA,In Force,2021-02-13,2022-02-13,PA,7230,3558.77,Insured A-1054,AG004,UW101,1
KM-POL-001055,GL,Expired,2021-04-14,2022-04-14,NY,97047,11596.87,Insured A-1055,AG001,UW102,3
KM-POL-001056,WC,Cancelled,2022-11-15,2023-11-15,MD,8810,2236.19,Insured A-1056,AG004,UW101,2
KM-POL-001057,CA,In Force,2022-05-14,2023-05-14,NY,7210,5050.76,Insured A-1057,AG005,UW101,4
KM-POL-001058,WC,Expired,2021-09-15,2022-09-15,PA,8810,15470.17,Insured A-1058,AG004,UW103,4
KM-POL-001059,CA,In Force,2022-02-25,2023-02-25,PA,7230,14972.77,Insured A-1059,AG003,UW102,1
KM-POL-001060,CA,Expired,2021-05-21,2022-05-21,MD,7220,3681.0,Insured A-1060,AG005,UW101,0
KM-POL-001061,GL,In Force,2022-03-01,2023-03-01,PA,97047,8325.86,Insured A-1061,AG002,UW101,4
KM-POL-001062,GL,In Force,2022-03-19,2023-03-19,PA,97047,1876.75,Insured A-1062,AG015,UW104,2
KM-POL-001063,CA,In Force,2022-04-23,2023-04-23,DE,7220,1170.08,Insured A-1063,AG005,UW104,0
KM-POL-001064,WC,In Force,2022-11-04,2023-11-04,NY,5183,19454.22,Insured A-1064,AG001,UW104,3
KM-POL-001065,WC,Cancelled,2021-10-30,2022-10-30,NY,5191,9853.2,Insured A-1065,AG001,UW101,4
KM-POL-001066,CA,In Force,2021-01-06,2022-01-06,PA,7210,9967.72,Insured A-1066,AG004,UW101,2
KM-POL-001067,WC,In Force,2022-07-22,2023-07-22,PA,7380,3298.68,Insured A-1067,AG005,UW104,1
KM-POL-001068,WC,In Force,2021-10-24,2022-10-24,MD,7380,15001.74,Insured A-1068,AG002,UW103,2
KM-POL-001069,WC,In Force,2021-09-24,2022-09-24,PA,8742,44137.02,Insured A-1069,AG001,UW103,3
KM-POL-001070,WC,Expired,2022-05-29,2023-05-29,NY,8017,13846.18,Insured A-1070,AG012,UW103,4
KM-POL-001071,WC,Cancelled,2021-12-24,2022-12-24,NY,9015,12348.2,Insured A-1071,AG002,UW103,5
KM-POL-001072,WC,In Force,2021-08-14,2022-08-14,NY,7380,9965.11,Insured A-1072,AG012,UW102,2
KM-POL-001073,WC,Expired,2021-02-22,2022-02-22,NJ,7380,2816.63,Insured A-1073,AG003,UW104,3
KM-POL-001074,WC,Expired,2021-09-27,2022-09-27,PA,8742,29274.1,Insured A-1074,AG012,UW101,5
KM-POL-001075,GL,In Force,2021-01-31,2022-01-31,DE,58483,4326.0,Insured A-1075,AG001,UW104,0
KM-POL-001076,WC,Expired,2023-01-04,2024-01-04,OH,8810,14817.83,Insured A-1076,AG004,UW103,0
KM-POL-001077,WC,In Force,2022-05-03,2023-05-03,MD,5183,2834.36,Insured A-1077,AG003,UW101,4
KM-POL-001078,CA,Expired,2022-10-26,2023-10-26,PA,7219,2421.94,Insured A-1078,AG005,UW102,0
KM-POL-001079,WC,Expired,2021-02-02,2022-02-02,PA,8742,31196.77,Insured A-1079,AG002,UW104,0
KM-POL-001080,GL,In Force,2021-12-23,2022-12-23,MD,97047,5202.47,Insured A-1080,AG001,UW101,0
KM-POL-001081,CA,Cancelled,2022-06-28,2023-06-28,NY,7219,11754.19,Insured A-1081,AG003,UW101,1
KM-POL-001082,WC,Expired,2021-04-18,2022-04-18,OH,5191,9296.71,Insured A-1082,AG003,UW103,0
KM-POL-001083,WC,In Force,2021-09-17,2022-09-17,PA,8810,2267.61,Insured A-1083,AG001,UW103,1
KM-POL-001084,GL,Expired,2023-05-13,2024-05-12,DE,91580,12387.55,Insured A-1084,AG005,UW104,5
KM-POL-001085,GL,In Force,2023-12-14,2024-12-13,NY,97047,4389.96,Insured A-1085,AG005,UW102,3
KM-POL-001086,CA,Cancelled,2021-08-21,2022-08-21,NY,7219,7474.21,Insured A-1086,AG004,UW101,3
KM-POL-001087,CA,Expired,2021-05-11,2022-05-11,NJ,7220,4989.68,Insured A-1087,AG015,UW103,0
KM-POL-001088,WC,In Force,2023-09-03,2024-09-02,PA,9015,2879.88,Insured A-1088,AG012,UW104,3
KM-POL-001089,GL,In Force,2023-07-08,2024-07-07,DE,58483,7442.83,Insured A-1089,AG005,UW103,3
KM-POL-001090,WC,Expired,2023-01-12,2024-01-12,PA,5183,57352.89,Insured A-1090,AG004,UW104,2
KM-POL-001091,GL,In Force,2023-11-18,2024-11-17,NJ,91580,9368.33,Insured A-1091,AG012,UW103,0
KM-POL-001092,CA,In Force,2021-08-12,2022-08-12,MD,7219,4748.05,Insured A-1092,AG003,UW102,1
KM-POL-001093,CA,In Force,2023-07-15,2024-07-14,NJ,7220,9369.42,Insured A-1093,AG001,UW101,3
KM-POL-001094,CA,In Force,2023-10-29,2024-10-28,OH,7230,5576.97,Insured A-1094,AG005,UW103,2
KM-POL-001095,WC,In Force,2022-03-30,2023-03-30,PA,8810,11703.31,Insured A-1095,AG004,UW101,3
KM-POL-001096,WC,In Force,2021-03-30,2022-03-30,NY,8810,4132.76,Insured A-1096,AG003,UW104,2
KM-POL-001097,WC,In Force,2023-12-04,2024-12-03,MD,8742,11933.18,Insured A-1097,AG005,UW102,1
KM-POL-001098,WC,Expired,2022-09-10,2023-09-10,PA,7380,22659.96,Insured A-1098,AG002,UW101,3
KM-POL-001099,CA,In Force,2023-07-28,2024-07-27,PA,7210,2976.08,Insured A-1099,AG015,UW103,0
KM-POL-001100,WC,In Force,2021-03-05,2022-03-05,NJ,8017,30933.55,Insured A-1100,AG003,UW101,2
KM-POL-001101,WC,In Force,2021-05-05,2022-05-05,PA,5191,9197.02,Insured A-1101,AG005,UW101,5
KM-POL-001102,GL,Expired,2023-09-08,2024-09-07,NY,91580,3563.72,Insured A-1102,AG003,UW104,3
KM-POL-001103,GL,In Force,2023-04-03,2024-04-02,MD,41677,13337.6,Insured A-1103,AG001,UW102,1
KM-POL-001104,GL,In Force,2023-05-24,2024-05-23,NJ,41677,5427.55,Insured A-1104,AG001,UW102,1
KM-POL-001105,GL,In Force,2021-08-10,2022-08-10,PA,58483,11289.86,Insured A-1105,AG015,UW101,2
KM-POL-001106,WC,Expired,2023-10-02,2024-10-01,NJ,8017,7836.86,Insured A-1106,AG001,UW101,4
KM-POL-001107,WC,Expired,2023-06-28,2024-06-27,NY,7380,9434.6,Insured A-1107,AG012,UW104,2
KM-POL-001108,CA,Expired,2021-05-31,2022-05-31,PA,7210,6608.66,Insured A-1108,AG002,UW101,2
KM-POL-001109,CA,Expired,2021-06-15,2022-06-15,DE,7219,5852.0,Insured A-1109,AG001,UW104,0
KM-POL-001110,WC,Expired,2022-10-22,2023-10-22,NY,9015,2005.35,Insured A-1110,AG002,UW102,3
KM-POL-001111,GL,In Force,2021-10-31,2022-10-31,NY,41677,3026.4,Insured A-1111,AG001,UW102,3
KM-POL-001112,WC,Expired,2021-05-15,2022-05-15,PA,5183,20817.06,Insured A-1112,AG012,UW104,5
KM-POL-001113,WC,In Force,2021-09-16,2022-09-16,NY,8017,8904.31,Insured A-1113,AG003,UW101,1
KM-POL-001114,CA,Expired,2022-07-18,2023-07-18,PA,7220,3589.47,Insured A-1114,AG005,UW102,3
KM-POL-001115,CA,Expired,2022-10-28,2023-10-28,PA,7220,2175.16,Insured A-1115,AG005,UW103,1
KM-POL-001116,CA,In Force,2023-02-20,2024-02-20,OH,7230,2571.28,Insured A-1116,AG001,UW104,2
KM-POL-001117,WC,In Force,2023-12-23,2024-12-22,NY,5191,1963.65,Insured A-1117,AG005,UW102,3
KM-POL-001118,GL,In Force,2022-08-27,2023-08-27,PA,97047,6180.19,Insured A-1118,AG001,UW102,0
KM-POL-001119,WC,Expired,2023-07-19,2024-07-18,PA,7380,6131.84,Insured A-1119,AG001,UW102,1
KM-POL-001120,WC,Expired,2023-11-02,2024-11-01,PA,5183,4567.54,Insured A-1120,AG015,UW103,3
KM-POL-001121,GL,Expired,2023-06-01,2024-05-31,PA,97047,6325.31,Insured A-1121,AG004,UW103,2
KM-POL-001122,GL,In Force,2021-07-23,2022-07-23,PA,97047,8559.35,Insured A-1122,AG004,UW103,0
KM-POL-001123,GL,Expired,2021-08-23,2022-08-23,PA,91580,28716.83,Insured A-1123,AG015,UW101,1
KM-POL-001124,GL,Expired,2022-03-17,2023-03-17,NJ,97047,2302.34,Insured A-1124,AG004,UW104,2
KM-POL-001125,CA,Expired,2023-05-31,2024-05-30,NY,7220,9853.96,Insured A-1125,AG002,UW101,4
KM-POL-001126,CA,In Force,2023-07-14,2024-07-13,NY,7219,8811.92,Insured A-1126,AG004,UW103,0
KM-POL-001127,WC,In Force,2022-04-13,2023-04-13,NY,8742,5306.7,Insured A-1127,AG001,UW104,3
KM-POL-001128,WC,Expired,2023-04-28,2024-04-27,PA,8742,11644.49,Insured A-1128,AG012,UW101,0
KM-POL-001129,WC,Expired,2022-11-26,2023-11-26,MD,7380,6862.96,Insured A-1129,AG012,UW101,0
KM-POL-001130,WC,Cancelled,2023-07-18,2024-07-17,OH,7380,11482.17,Insured A-1130,AG003,UW101,0
KM-POL-001131,CA,In Force,2023-03-28,2024-03-27,OH,7219,12154.79,Insured A-1131,AG004,UW103,4
KM-POL-001132,CA,In Force,2023-05-02,2024-05-01,OH,7220,7068.22,Insured A-1132,AG012,UW102,0
KM-POL-001133,WC,Cancelled,2021-07-14,2022-07-14,MD,8810,14866.81,Insured A-1133,AG004,UW104,3
KM-POL-001134,WC,In Force,2022-10-03,2023-10-03,DE,8742,7014.63,Insured A-1134,AG003,UW103,1
KM-POL-001135,CA,Expired,2023-05-25,2024-05-24,PA,7210,2017.4,Insured A-1135,AG012,UW104,5
KM-POL-001136,WC,In Force,2022-10-03,2023-10-03,NY,5183,8376.83,Insured A-1136,AG001,UW103,3
KM-POL-001137,GL,In Force,2022-06-07,2023-06-07,NY,97047,15438.59,Insured A-1137,AG002,UW101,3
KM-POL-001138,CA,Expired,2023-02-06,2024-02-06,NY,7210,1965.89,Insured A-1138,AG015,UW101,4
KM-POL-001139,CA,Expired,2021-11-09,2022-11-09,DE,7219,2609.58,Insured A-1139,AG015,UW102,2
KM-POL-001140,CA,In Force,2023-08-30,2024-08-29,PA,7230,5301.58,Insured A-1140,AG015,UW102,3
KM-POL-001141,GL,In Force,2021-05-18,2022-05-18,NJ,58483,3330.05,Insured A-1141,AG004,UW104,1
KM-POL-001142,WC,Expired,2021-07-06,2022-07-06,MD,5183,5249.99,Insured A-1142,AG012,UW102,0
KM-POL-001143,CA,In Force,2021-06-24,2022-06-24,DE,7230,3811.74,Insured A-1143,AG012,UW102,2
KM-POL-001144,CA,Expired,2021-07-10,2022-07-10,DE,7210,2165.98,Insured A-1144,AG003,UW104,1
KM-POL-001145,WC,In Force,2023-06-04,2024-06-03,PA,5191,4540.09,Insured A-1145,AG001,UW103,1
KM-POL-001146,GL,Expired,2021-07-17,2022-07-17,NJ,41677,10855.2,Insured A-1146,AG005,UW102,2
KM-POL-001147,CA,Cancelled,2023-02-03,2024-02-03,OH,7219,2243.02,Insured A-1147,AG012,UW103,1
KM-POL-001148,CA,Expired,2021-09-24,2022-09-24,NY,7220,1884.23,Insured A-1148,AG002,UW101,2
KM-POL-001149,GL,In Force,2021-05-03,2022-05-03,NY,97047,4268.35,Insured A-1149,AG003,UW102,0
KM-POL-001150,GL,Expired,2022-11-07,2023-11-07,NJ,41677,11074.15,Insured A-1150,AG012,UW101,5
KM-POL-001151,CA,In Force,2021-09-08,2022-09-08,NY,7220,4367.07,Insured A-1151,AG012,UW101,4
KM-POL-001152,GL,In Force,2023-04-22,2024-04-21,PA,97047,4792.43,Insured A-1152,AG003,UW103,4
KM-POL-001153,CA,Cancelled,2022-12-26,2023-12-26,NY,7220,5047.33,Insured A-1153,AG003,UW104,1
KM-POL-001154,CA,Expired,2023-05-17,2024-05-16,NJ,7219,1724.3,Insured A-1154,AG004,UW102,2
KM-POL-001155,CA,Expired,2021-04-16,2022-04-16,NJ,7220,6613.2,Insured A-1155,AG012,UW103,5
KM-POL-001156,CA,In Force,2022-08-13,2023-08-13,NY,7230,6186.11,Insured A-1156,AG005,UW104,4
KM-POL-001157,WC,In Force,2022-10-02,2023-10-02,MD,5183,7133.47,Insured A-1157,AG002,UW101,3
KM-POL-001158,GL,In Force,2022-12-22,2023-12-22,PA,41677,13415.25,Insured A-1158,AG001,UW102,1
KM-POL-001159,GL,Expired,2021-08-01,2022-08-01,OH,97047,3013.18,Insured A-1159,AG001,UW101,2
KM-POL-001160,WC,Expired,2023-11-06,2024-11-05,PA,5191,24399.73,Insured A-1160,AG005,UW101,3
KM-POL-001161,GL,In Force,2022-03-12,2023-03-12,NJ,58483,7391.94,Insured A-1161,AG003,UW102,1
KM-POL-001162,WC,Expired,2021-11-13,2022-11-13,PA,8810,7560.99,Insured A-1162,AG003,UW104,2
KM-POL-001163,WC,In Force,2023-09-15,2024-09-14,NJ,5183,9741.02,Insured A-1163,AG003,UW104,3
KM-POL-001164,CA,In Force,2022-04-05,2023-04-05,DE,7210,4608.42,Insured A-1164,AG012,UW102,3
KM-POL-001165,WC,In Force,2021-08-10,2022-08-10,PA,9015,26271.14,Insured A-1165,AG003,UW102,1
KM-POL-001166,GL,In Force,2022-12-19,2023-12-19,NJ,58483,3122.3,Insured A-1166,AG003,UW103,2
KM-POL-001167,GL,In Force,2023-01-23,2024-01-23,MD,41677,3890.28,Insured A-1167,AG012,UW103,5
KM-POL-001168,CA,Cancelled,2021-08-24,2022-08-24,PA,7210,9152.49,Insured A-1168,AG012,UW101,2
KM-POL-001169,WC,In Force,2022-07-25,2023-07-25,NY,8810,6146.09,Insured A-1169,AG005,UW102,3
KM-POL-001170,WC,Cancelled,2022-04-09,2023-04-09,NJ,7380,20341.66,Insured A-1170,AG004,UW104,3
KM-POL-001171,CA,In Force,2023-05-29,2024-05-28,NY,7220,13625.0,Insured A-1171,AG012,UW101,3
KM-POL-001172,GL,Cancelled,2021-02-23,2022-02-23,PA,41677,5007.76,Insured A-1172,AG002,UW101,3
KM-POL-001173,CA,Expired,2022-07-02,2023-07-02,PA,7219,7396.91,Insured A-1173,AG003,UW101,1
KM-POL-001174,WC,Cancelled,2021-03-01,2022-03-01,PA,8810,3932.56,Insured A-1174,AG004,UW101,1
KM-POL-001175,CA,In Force,2022-01-05,2023-01-05,PA,7220,7729.81,Insured A-1175,AG001,UW104,1
KM-POL-001176,CA,Expired,2022-07-14,2023-07-14,PA,7220,5539.47,Insured A-1176,AG005,UW101,0
KM-POL-001177,CA,Cancelled,2022-09-25,2023-09-25,NY,7220,6527.79,Insured A-1177,AG004,UW102,0
KM-POL-001178,WC,In Force,2022-11-27,2023-11-27,OH,7380,5904.93,Insured A-1178,AG012,UW103,0
KM-POL-001179,CA,In Force,2022-12-20,2023-12-20,OH,7210,1814.11,Insured A-1179,AG003,UW104,4
KM-POL-001180,CA,In Force,2021-01-13,2022-01-13,NY,7230,6647.2,Insured A-1180,AG003,UW102,1
KM-POL-001181,GL,Cancelled,2022-01-07,2023-01-07,PA,41677,1564.96,Insured A-1181,AG003,UW102,0
KM-POL-001182,WC,In Force,2021-10-21,2022-10-21,PA,9015,7678.04,Insured A-1182,AG004,UW102,0
KM-POL-001183,CA,In Force,2023-04-01,2024-03-31,NJ,7230,8644.76,Insured A-1183,AG003,UW103,2
KM-POL-001184,GL,In Force,2021-05-23,2022-05-23,PA,41677,7588.04,Insured A-1184,AG012,UW103,0
KM-POL-001185,WC,In Force,2021-10-18,2022-10-18,DE,8810,47036.26,Insured A-1185,AG004,UW103,1
KM-POL-001186,GL,Expired,2021-03-04,2022-03-04,DE,41677,13596.62,Insured A-1186,AG003,UW102,0
KM-POL-001187,CA,In Force,2021-07-07,2022-07-07,NJ,7220,3319.8,Insured A-1187,AG001,UW103,3
KM-POL-001188,WC,Expired,2023-12-23,2024-12-22,NJ,8017,10115.77,Insured A-1188,AG001,UW101,5
KM-POL-001189,WC,Cancelled,2022-03-17,2023-03-17,OH,5183,9529.08,Insured A-1189,AG002,UW103,5
KM-POL-001190,CA,In Force,2023-02-10,2024-02-10,NY,7220,1902.06,Insured A-1190,AG003,UW104,1
KM-POL-001191,WC,Expired,2023-05-10,2024-05-09,NJ,8810,4664.24,Insured A-1191,AG003,UW102,2
KM-POL-001192,CA,In Force,2023-07-19,2024-07-18,MD,7230,3510.6,Insured A-1192,AG004,UW102,2
KM-POL-001193,WC,Expired,2022-11-30,2023-11-30,MD,8810,1941.13,Insured A-1193,AG004,UW101,1
KM-POL-001194,CA,In Force,2021-11-19,2022-11-19,NJ,7219,5056.84,Insured A-1194,AG015,UW103,1
KM-POL-001195,WC,Expired,2023-01-28,2024-01-28,NJ,5183,8109.1,Insured A-1195,AG003,UW103,0
KM-POL-001196,GL,In Force,2022-10-01,2023-10-01,DE,41677,2056.94,Insured A-1196,AG002,UW104,3
KM-POL-001197,GL,In Force,2022-10-27,2023-10-27,MD,58483,8803.89,Insured A-1197,AG003,UW101,0
KM-POL-001198,GL,Expired,2021-06-23,2022-06-23,OH,91580,10950.18,Insured A-1198,AG012,UW104,1
KM-POL-001199,CA,In Force,2021-04-18,2022-04-18,PA,7210,5632.0,Insured A-1199,AG004,UW104,1
KM-POL-001200,WC,Expired,2021-11-15,2022-11-15,NJ,5183,7636.89,Insured A-1200,AG003,UW102,2
KM-POL-001201,CA,In Force,2021-11-19,2022-11-19,DE,7219,7008.4,Insured A-1201,AG004,UW102,3
KM-POL-001202,WC,Expired,2021-04-12,2022-04-12,DE,5183,17054.62,Insured A-1202,AG003,UW103,2
KM-POL-001203,WC,In Force,2021-06-17,2022-06-17,PA,8017,12656.46,Insured A-1203,AG005,UW103,2
KM-POL-001204,WC,Expired,2022-07-12,2023-07-12,OH,5183,5116.93,Insured A-1204,AG004,UW104,2
KM-POL-001205,CA,In Force,2023-06-27,2024-06-26,NY,7220,5802.01,Insured A-1205,AG002,UW103,0
KM-POL-001206,CA,In Force,2023-05-19,2024-05-18,OH,7230,10069.72,Insured A-1206,AG005,UW104,1
KM-POL-001207,CA,In Force,2023-09-22,2024-09-21,OH,7220,3435.86,Insured A-1207,AG012,UW103,5
KM-POL-001208,WC,Expired,2023-06-25,2024-06-24,NY,8742,53016.13,Insured A-1208,AG003,UW103,5
KM-POL-001209,WC,In Force,2023-04-29,2024-04-28,NJ,5191,6499.6,Insured A-1209,AG015,UW102,3
KM-POL-001210,GL,Expired,2022-07-14,2023-07-14,NY,97047,6786.46,Insured A-1210,AG012,UW102,0
KM-POL-001211,WC,Expired,2022-03-18,2023-03-18,PA,5183,5779.15,Insured A-1211,AG004,UW102,0
KM-POL-001212,CA,In Force,2023-11-16,2024-11-15,NY,7220,5619.3,Insured A-1212,AG005,UW102,1
KM-POL-001213,WC,Expired,2021-08-22,2022-08-22,PA,8810,2455.84,Insured A-1213,AG012,UW101,4
KM-POL-001214,CA,In Force,2022-12-08,2023-12-08,NY,7220,3541.75,Insured A-1214,AG002,UW102,3
KM-POL-001215,CA,In Force,2023-05-31,2024-05-30,PA,7230,2552.24,Insured A-1215,AG015,UW101,4
KM-POL-001216,WC,Expired,2021-08-16,2022-08-16,PA,5183,11028.86,Insured A-1216,AG004,UW102,2
KM-POL-001217,WC,Expired,2022-08-04,2023-08-04,PA,5183,21928.84,Insured A-1217,AG005,UW103,0
KM-POL-001218,CA,Expired,2023-09-24,2024-09-23,PA,7210,7241.65,Insured A-1218,AG012,UW104,0
KM-POL-001219,CA,In Force,2023-12-16,2024-12-15,NY,7219,1184.42,Insured A-1219,AG005,UW103,0
KM-POL-001220,WC,In Force,2022-09-24,2023-09-24,NY,8810,50698.71,Insured A-1220,AG005,UW103,2
KM-POL-001221,GL,In Force,2021-04-04,2022-04-04,DE,97047,8157.52,Insured A-1221,AG012,UW101,0
KM-POL-001222,WC,Expired,2022-03-28,2023-03-28,PA,5183,5317.72,Insured A-1222,AG001,UW102,3
KM-POL-001223,WC,In Force,2023-03-21,2024-03-20,PA,8742,11222.8,Insured A-1223,AG003,UW104,2
KM-POL-001224,GL,Expired,2021-04-23,2022-04-23,PA,91580,7505.06,Insured A-1224,AG004,UW104,1
KM-POL-001225,WC,In Force,2021-01-16,2022-01-16,PA,8742,5805.27,Insured A-1225,AG004,UW102,0
KM-POL-001226,CA,In Force,2022-02-23,2023-02-23,OH,7220,5534.46,Insured A-1226,AG015,UW101,0
KM-POL-001227,WC,In Force,2022-09-10,2023-09-10,PA,8017,6087.68,Insured A-1227,AG015,UW101,3
KM-POL-001228,WC,In Force,2022-03-09,2023-03-09,NJ,7380,7161.76,Insured A-1228,AG015,UW101,1
KM-POL-001229,GL,In Force,2021-10-09,2022-10-09,PA,41677,4103.54,Insured A-1229,AG004,UW104,1
KM-POL-001230,WC,Expired,2022-06-08,2023-06-08,PA,5183,3145.92,Insured A-1230,AG005,UW101,4
KM-POL-001231,GL,Expired,2022-08-16,2023-08-16,DE,97047,7347.28,Insured A-1231,AG015,UW101,2
KM-POL-001232,WC,In Force,2022-11-03,2023-11-03,NY,5183,15807.5,Insured A-1232,AG012,UW104,2
KM-POL-001233,WC,In Force,2021-09-03,2022-09-03,PA,9015,14941.63,Insured A-1233,AG003,UW104,3
KM-POL-001234,WC,In Force,2021-01-16,2022-01-16,PA,7380,19071.31,Insured A-1234,AG002,UW103,3
KM-POL-001235,CA,Expired,2023-10-16,2024-10-15,NJ,7210,5970.61,Insured A-1235,AG004,UW104,2
KM-POL-001236,WC,In Force,2023-06-01,2024-05-31,PA,5191,6462.81,Insured A-1236,AG012,UW102,1
KM-POL-001237,GL,Cancelled,2021-12-26,2022-12-26,PA,97047,11941.38,Insured A-1237,AG003,UW104,1
KM-POL-001238,CA,In Force,2021-09-22,2022-09-22,MD,7210,2176.54,Insured A-1238,AG003,UW104,3
KM-POL-001239,GL,In Force,2023-02-18,2024-02-18,NY,97047,3531.68,Insured A-1239,AG001,UW101,2
KM-POL-001240,WC,Cancelled,2023-12-27,2024-12-26,DE,8742,4576.27,Insured A-1240,AG012,UW103,3
KM-POL-001241,GL,In Force,2022-04-17,2023-04-17,NJ,41677,14129.77,Insured A-1241,AG004,UW101,4
KM-POL-001242,CA,Expired,2023-10-22,2024-10-21,NJ,7230,8653.1,Insured A-1242,AG015,UW103,4
KM-POL-001243,CA,In Force,2022-12-27,2023-12-27,DE,7220,6583.9,Insured A-1243,AG005,UW101,1
KM-POL-001244,GL,In Force,2021-05-28,2022-05-28,NY,41677,14049.62,Insured A-1244,AG015,UW102,0
KM-POL-001245,CA,In Force,2023-03-25,2024-03-24,NY,7230,2899.9,Insured A-1245,AG003,UW101,1
