TransactionID,ClaimNumber,TransactionType,CostType,Amount,TransactionDate,CheckNumber
KM-TXN-000623,KM-CLM-000085,Reserve,Indemnity,1106.8,2021-11-05,
KM-TXN-000624,KM-CLM-000664,Payment,Indemnity,1154.89,2021-06-26,CHK-689729
KM-TXN-000625,KM-CLM-000156,Payment,Expense,3869.11,2024-08-09,CHK-933298
KM-TXN-000626,KM-CLM-000293,Payment,Medical,196.06,2023-10-01,CHK-612467
KM-TXN-000627,KM-CLM-000533,Reserve Change,Legal,-7497.65,2022-04-03,
KM-TXN-000628,KM-CLM-000161,Reserve Change,Expense,-3037.77,2022-06-09,
KM-TXN-000629,KM-CLM-000386,Reserve,Indemnity,333.24,2024-01-19,
KM-TXN-000630,KM-CLM-000485,Payment,Indemnity,330.28,2022-03-14,CHK-672091
KM-TXN-000631,KM-CLM-000503,Reserve Change,Expense,4047.31,2024-05-16,
KM-TXN-000632,KM-CLM-000156,Payment,Legal,1068.58,2023-02-04,CHK-624094
KM-TXN-000633,KM-CLM-000143,Payment,Expense,655.19,2024-01-19,CHK-428221
KM-TXN-000634,KM-CLM-000769,Reserve Change,Legal,699.79,2023-09-21,
KM-TXN-000635,KM-CLM-000619,Payment,Expense,2075.57,2023-04-22,CHK-783680
KM-TXN-000636,KM-CLM-000284,Reserve,Medical,28195.14,2023-11-27,
KM-TXN-000637,KM-CLM-000562,Reserve Change,Indemnity,-8897.72,2021-06-28,
KM-TXN-000638,KM-CLM-000035,Reserve Change,Medical,-4632.19,2023-01-09,
KM-TXN-000639,KM-CLM-000224,Recovery,Salvage,-366.13,2022-01-14,
KM-TXN-000640,KM-CLM-000668,Payment,Medical,2891.02,2022-04-16,CHK-347190
KM-TXN-000641,KM-CLM-000393,Reserve Change,Legal,14459.48,2021-10-01,
KM-TXN-000642,KM-CLM-000408,Reserve Change,Expense,2931.91,2021-08-05,
KM-TXN-000643,KM-CLM-000703,Reserve Change,Legal,-1329.39,2022-05-22,
KM-TXN-000644,KM-CLM-000388,Payment,Medical,421.6,2024-03-27,CHK-437471
KM-TXN-000645,KM-CLM-000696,Reserve Change,Indemnity,-6692.11,2022-04-25,
KM-TXN-000646,KM-CLM-000749,Payment,Expense,5344.24,2021-06-23,CHK-583783
KM-TXN-000647,KM-CLM-000297,Reserve,Legal,1491.94,2023-08-21,
KM-TXN-000648,KM-CLM-000323,Payment,Medical,1182.16,2023-10-16,CHK-843302
KM-TXN-000649,KM-CLM-000488,Recovery,Salvage,-3488.65,2023-12-18,
KM-TXN-000650,KM-CLM-000570,Reserve Change,Indemnity,-8573.11,2024-07-09,
KM-TXN-000651,KM-CLM-000039,Reserve Change,Expense,1352.42,2022-11-11,
KM-TXN-000652,KM-CLM-000505,Reserve,Indemnity,1267.17,2024-08-15,
KM-TXN-000653,KM-CLM-000503,Payment,Medical,12881.21,2024-03-24,CHK-606458
KM-TXN-000654,KM-CLM-000753,Payment,Legal,586.23,2023-02-17,CHK-639420
KM-TXN-000655,KM-CLM-000537,Reserve Change,Expense,3344.59,2022-09-09,
KM-TXN-000656,KM-CLM-000316,Reserve,Expense,326.27,2023-10-16,
KM-TXN-000657,KM-CLM-000496,Recovery,Salvage,-3144.08,2022-04-18,
KM-TXN-000658,KM-CLM-000117,Payment,Expense,5451.62,2022-12-09,CHK-681757
KM-TXN-000659,KM-CLM-000342,Reserve Change,Expense,-2780.96,2021-12-06,
KM-TXN-000660,KM-CLM-000240,Payment,Expense,2897.43,2024-05-04,CHK-875615
KM-TXN-000661,KM-CLM-000687,Payment,Expense,5703.25,2023-07-14,CHK-868678
KM-TXN-000662,KM-CLM-000445,Reserve Change,Legal,764.16,2022-02-12,
KM-TXN-000663,KM-CLM-000740,Recovery,Subrogation,-450.99,2022-08-08,
KM-TXN-000664,KM-CLM-000487,Reserve,Expense,4242.34,2023-08-30,
KM-TXN-000665,KM-CLM-000765,Reserve,Legal,5796.66,2021-09-23,
KM-TXN-000666,KM-CLM-000411,Reserve Change,Medical,281.71,2022-08-23,
KM-TXN-000667,KM-CLM-000623,Payment,Legal,3045.51,2023-08-13,CHK-185390
KM-TXN-000668,KM-CLM-000753,Recovery,Subrogation,-239.55,2022-06-12,
KM-TXN-000669,KM-CLM-000736,Payment,Medical,830.61,2024-07-20,CHK-210146
KM-TXN-000670,KM-CLM-000298,Reserve Change,Medical,-1950.83,2021-11-06,
KM-TXN-000671,KM-CLM-000052,Payment,Indemnity,3181.8,2024-01-16,CHK-546380
KM-TXN-000672,KM-CLM-000733,Recovery,Subrogation,-144.31,2024-02-03,
KM-TXN-000673,KM-CLM-000304,Reserve,Medical,6191.0,2023-03-04,
KM-TXN-000674,KM-CLM-000288,Payment,Indemnity,4614.42,2023-09-08,CHK-833222
KM-TXN-000675,KM-CLM-000664,Reserve,Legal,5284.87,2023-07-20,
KM-TXN-000676,KM-CLM-000118,Reserve Change,Expense,376.07,2022-05-04,
KM-TXN-000677,KM-CLM-000424,Reserve Change,Medical,-1512.51,2021-09-20,
KM-TXN-000678,KM-CLM-000791,Reserve,Legal,5395.71,2023-07-01,
KM-TXN-000679,KM-CLM-000647,Payment,Legal,1064.94,2023-10-17,CHK-181269
KM-TXN-000680,KM-CLM-000209,Recovery,Subrogation,-563.19,2022-07-04,
KM-TXN-000681,KM-CLM-000127,Recovery,Salvage,-427.67,2022-12-05,
KM-TXN-000682,KM-CLM-000293,Payment,Indemnity,1457.89,2022-01-09,CHK-493935
KM-TXN-000683,KM-CLM-000519,Reserve Change,Legal,-1587.93,2021-12-31,
KM-TXN-000684,KM-CLM-000222,Reserve Change,Expense,-5905.97,2021-11-07,
KM-TXN-000685,KM-CLM-000077,Payment,Legal,296.86,2023-06-13,CHK-233465
KM-TXN-000686,KM-CLM-000338,Payment,Legal,1988.38,2023-04-19,CHK-893653
KM-TXN-000687,KM-CLM-000790,Payment,Legal,3731.84,2021-07-28,CHK-114286
KM-TXN-000688,KM-CLM-000739,Reserve Change,Indemnity,7771.22,2022-10-04,
KM-TXN-000689,KM-CLM-000275,Payment,Medical,6748.54,2022-12-30,CHK-269966
KM-TXN-000690,KM-CLM-000117,Recovery,Subrogation,-1642.89,2022-04-30,
KM-TXN-000691,KM-CLM-000292,Reserve,Expense,6931.49,2024-06-14,
KM-TXN-000692,KM-CLM-000271,Reserve Change,Indemnity,596.18,2022-01-05,
KM-TXN-000693,KM-CLM-000447,Reserve Change,Medical,-3945.81,2021-10-12,
KM-TXN-000694,KM-CLM-000157,Payment,Expense,612.35,2022-08-08,CHK-645195
KM-TXN-000695,KM-CLM-000572,Payment,Medical,2272.45,2021-06-23,CHK-884490
KM-TXN-000696,KM-CLM-000184,Reserve,Medical,1404.6,2023-02-24,
KM-TXN-000697,KM-CLM-000424,Reserve Change,Expense,-452.91,2022-06-20,
KM-TXN-000698,KM-CLM-000656,Reserve Change,Medical,-12488.83,2024-07-04,
KM-TXN-000699,KM-CLM-000673,Payment,Indemnity,3167.08,2022-07-19,CHK-227378
KM-TXN-000700,KM-CLM-000601,Reserve,Medical,1040.94,2021-08-06,
KM-TXN-000701,KM-CLM-000016,Reserve,Legal,577.28,2022-10-06,
KM-TXN-000702,KM-CLM-000761,Payment,Indemnity,4302.49,2022-12-04,CHK-274270
KM-TXN-000703,KM-CLM-000098,Reserve,Medical,20839.64,2021-11-22,
KM-TXN-000704,KM-CLM-000616,Payment,Legal,1633.76,2024-08-11,CHK-306954
KM-TXN-000705,KM-CLM-000300,Reserve,Indemnity,1676.27,2024-07-31,
KM-TXN-000706,KM-CLM-000747,Payment,Expense,4280.98,2021-08-31,CHK-558858
KM-TXN-000707,KM-CLM-000422,Payment,Indemnity,718.52,2024-07-29,CHK-219185
KM-TXN-000708,KM-CLM-000307,Reserve Change,Expense,-788.19,2024-02-16,
KM-TXN-000709,KM-CLM-000274,Payment,Indemnity,9117.69,2021-09-02,CHK-140959
KM-TXN-000710,KM-CLM-000261,Payment,Legal,2836.48,2021-09-07,CHK-544787
KM-TXN-000711,KM-CLM-000239,Reserve,Expense,4586.01,2023-03-07,
KM-TXN-000712,KM-CLM-000774,Payment,Indemnity,1298.45,2021-12-08,CHK-619238
KM-TXN-000713,KM-CLM-000332,Reserve Change,Expense,219.13,2023-02-23,
KM-TXN-000714,KM-CLM-000115,Reserve,Medical,7324.72,2021-06-18,
KM-TXN-000715,KM-CLM-000268,Reserve,Indemnity,908.43,2023-06-01,
KM-TXN-000716,KM-CLM-000012,Reserve,Indemnity,30103.17,2022-12-31,
KM-TXN-000717,KM-CLM-000073,Payment,Legal,1043.39,2023-08-25,CHK-279015
KM-TXN-000718,KM-CLM-000406,Payment,Legal,1414.55,2024-03-21,CHK-756581
KM-TXN-000719,KM-CLM-000178,Reserve,Legal,16654.44,2022-07-05,
KM-TXN-000720,KM-CLM-000772,Reserve,Expense,3975.04,2023-03-07,
KM-TXN-000721,KM-CLM-000259,Reserve Change,Indemnity,4405.13,2023-08-10,
KM-TXN-000722,KM-CLM-000400,Payment,Expense,1708.84,2023-05-30,CHK-942167
KM-TXN-000723,KM-CLM-000270,Payment,Indemnity,2036.93,2022-02-21,CHK-650071
KM-TXN-000724,KM-CLM-000632,Reserve Change,Legal,1076.86,2021-12-17,
KM-TXN-000725,KM-CLM-000681,Payment,Expense,2831.85,2023-04-10,CHK-610859
KM-TXN-000726,KM-CLM-000486,Reserve Change,Medical,2797.52,2023-09-13,
KM-TXN-000727,KM-CLM-000580,Reserve Change,Medical,5259.97,2024-03-28,
KM-TXN-000728,KM-CLM-000059,Reserve,Indemnity,21784.14,2021-12-24,
KM-TXN-000729,KM-CLM-000642,Payment,Expense,697.89,2024-03-25,CHK-246659
KM-TXN-000730,KM-CLM-000266,Payment,Expense,10353.1,2022-04-04,CHK-885376
KM-TXN-000731,KM-CLM-000075,Reserve Change,Indemnity,-8502.56,2021-07-19,
KM-TXN-000732,KM-CLM-000090,Payment,Indemnity,847.72,2023-07-23,CHK-673660
KM-TXN-000733,KM-CLM-000505,Reserve Change,Legal,-688.94,2024-02-02,
KM-TXN-000734,KM-CLM-000357,Reserve Change,Indemnity,-5831.3,2024-09-13,
KM-TXN-000735,KM-CLM-000154,Reserve Change,Legal,1399.11,2021-08-16,
KM-TXN-000736,KM-CLM-000218,Reserve Change,Expense,3699.3,2023-01-16,
KM-TXN-000737,KM-CLM-000486,Recovery,Subrogation,-326.16,2022-04-27,
KM-TXN-000738,KM-CLM-000540,Reserve Change,Medical,2317.25,2022-04-07,
KM-TXN-000739,KM-CLM-000130,Reserve,Legal,17244.91,2024-01-05,
KM-TXN-000740,KM-CLM-000066,Recovery,Subrogation,-96.01,2021-11-09,
KM-TXN-000741,KM-CLM-000144,Recovery,Subrogation,-791.75,2021-12-09,
KM-TXN-000742,KM-CLM-000380,Payment,Medical,2829.82,2022-09-18,CHK-538459
KM-TXN-000743,KM-CLM-000313,Reserve,Medical,1241.64,2022-08-16,
KM-TXN-000744,KM-CLM-000407,Payment,Legal,430.99,2022-03-16,CHK-518807
KM-TXN-000745,KM-CLM-000407,Reserve,Legal,1751.7,2022-04-26,
KM-TXN-000746,KM-CLM-000277,Payment,Expense,1444.52,2024-03-24,CHK-109708
KM-TXN-000747,KM-CLM-000615,Payment,Medical,734.51,2024-04-23,CHK-411166
KM-TXN-000748,KM-CLM-000409,Reserve Change,Indemnity,2777.85,2024-05-07,
KM-TXN-000749,KM-CLM-000314,Reserve,Expense,9313.34,2023-05-01,
KM-TXN-000750,KM-CLM-000549,Reserve Change,Legal,1879.63,2023-12-04,
KM-TXN-000751,KM-CLM-000249,Reserve,Legal,32444.68,2022-02-24,
KM-TXN-000752,KM-CLM-000461,Payment,Expense,3922.7,2023-04-26,CHK-223295
KM-TXN-000753,KM-CLM-000399,Payment,Medical,2540.37,2023-01-17,CHK-556633
KM-TXN-000754,KM-CLM-000668,Payment,Expense,415.9,2023-06-08,CHK-408515
KM-TXN-000755,KM-CLM-000451,Reserve Change,Indemnity,5787.46,2023-10-31,
KM-TXN-000756,KM-CLM-000471,Reserve Change,Expense,6333.34,2021-08-21,
KM-TXN-000757,KM-CLM-000644,Reserve Change,Medical,-1645.43,2023-08-03,
KM-TXN-000758,KM-CLM-000559,Payment,Legal,684.59,2022-10-03,CHK-854914
KM-TXN-000759,KM-CLM-000434,Recovery,Salvage,-1414.57,2022-08-02,
KM-TXN-000760,KM-CLM-000446,Payment,Legal,203.49,2021-11-01,CHK-809553
KM-TXN-000761,KM-CLM-000707,Reserve,Legal,8933.24,2022-04-09,
KM-TXN-000762,KM-CLM-000103,Reserve Change,Expense,7483.95,2024-08-05,
KM-TXN-000763,KM-CLM-000328,Reserve Change,Legal,-1905.79,2024-03-15,
KM-TXN-000764,KM-CLM-000683,Payment,Indemnity,2417.86,2021-12-17,CHK-384276
KM-TXN-000765,KM-CLM-000601,Reserve Change,Legal,505.15,2021-07-01,
KM-TXN-000766,KM-CLM-000246,Reserve Change,Expense,5216.6,2022-03-20,
KM-TXN-000767,KM-CLM-000058,Payment,Medical,2053.59,2023-02-24,CHK-647860
KM-TXN-000768,KM-CLM-000105,Payment,Legal,1198.4,2024-06-25,CHK-438046
KM-TXN-000769,KM-CLM-000692,Reserve Change,Legal,-7596.04,2021-11-26,
KM-TXN-000770,KM-CLM-000069,Recovery,Subrogation,-730.88,2024-03-18,
KM-TXN-000771,KM-CLM-000302,Payment,Indemnity,1662.74,2021-12-10,CHK-744979
KM-TXN-000772,KM-CLM-000153,Payment,Expense,157.36,2023-12-19,CHK-489684
KM-TXN-000773,KM-CLM-000537,Payment,Legal,540.25,2023-03-05,CHK-691198
KM-TXN-000774,KM-CLM-000035,Payment,Medical,882.57,2022-05-14,CHK-781805
KM-TXN-000775,KM-CLM-000015,Payment,Medical,882.79,2023-01-27,CHK-274006
KM-TXN-000776,KM-CLM-000106,Payment,Legal,1747.85,2022-04-27,CHK-248391
KM-TXN-000777,KM-CLM-000730,Payment,Indemnity,1584.9,2021-10-18,CHK-404293
KM-TXN-000778,KM-CLM-000074,Reserve Change,Expense,-313.77,2022-12-26,
KM-TXN-000779,KM-CLM-000285,Reserve Change,Legal,11297.92,2024-08-24,
KM-TXN-000780,KM-CLM-000550,Recovery,Salvage,-427.77,2023-06-15,
KM-TXN-000781,KM-CLM-000197,Reserve Change,Indemnity,-4346.85,2023-05-25,
KM-TXN-000782,KM-CLM-000280,Reserve Change,Legal,7834.97,2021-11-30,
KM-TXN-000783,KM-CLM-000787,Reserve,Expense,44174.92,2021-10-24,
KM-TXN-000784,KM-CLM-000686,Reserve Change,Medical,-5411.1,2022-06-02,
KM-TXN-000785,KM-CLM-000556,Reserve,Medical,30337.55,2023-12-31,
KM-TXN-000786,KM-CLM-000666,Payment,Expense,197.16,2022-11-11,CHK-648668
KM-TXN-000787,KM-CLM-000153,Payment,Medical,56639.83,2024-01-26,CHK-818299
KM-TXN-000788,KM-CLM-000291,Payment,Legal,15358.21,2022-11-07,CHK-314393
KM-TXN-000789,KM-CLM-000142,Payment,Expense,3423.17,2023-11-23,CHK-941811
KM-TXN-000790,KM-CLM-000768,Reserve Change,Indemnity,4292.85,2022-03-15,
KM-TXN-000791,KM-CLM-000312,Reserve,Indemnity,9562.22,2022-02-09,
KM-TXN-000792,KM-CLM-000646,Reserve Change,Indemnity,-3295.15,2024-08-08,
KM-TXN-000793,KM-CLM-000032,Payment,Indemnity,7591.59,2024-02-25,CHK-743825
KM-TXN-000794,KM-CLM-000026,Reserve Change,Legal,6780.79,2021-08-21,
KM-TXN-000795,KM-CLM-000255,Payment,Legal,755.43,2023-06-15,CHK-849181
KM-TXN-000796,KM-CLM-000735,Payment,Indemnity,1739.92,2023-01-09,CHK-489287
KM-TXN-000797,KM-CLM-000056,Payment,Legal,411.65,2023-08-31,CHK-644609
KM-TXN-000798,KM-CLM-000293,Payment,Expense,1707.56,2023-09-16,CHK-733882
KM-TXN-000799,KM-CLM-000637,Reserve,Expense,3289.8,2022-02-20,
KM-TXN-000800,KM-CLM-000230,Payment,Expense,8127.32,2023-11-20,CHK-363443
KM-TXN-000801,KM-CLM-000053,Reserve,Indemnity,54244.73,2023-06-22,
KM-TXN-000802,KM-CLM-000101,Payment,Indemnity,504.52,2024-04-15,CHK-595043
KM-TXN-000803,KM-CLM-000467,Reserve Change,Indemnity,3845.69,2023-03-05,
KM-TXN-000804,KM-CLM-000267,Reserve,Legal,18388.62,2023-07-06,
KM-TXN-000805,KM-CLM-000795,Payment,Medical,221.97,2021-11-18,CHK-585365
KM-TXN-000806,KM-CLM-000002,Reserve Change,Medical,4825.03,2023-09-25,
KM-TXN-000807,KM-CLM-000022,Reserve,Legal,535.29,2024-04-02,
KM-TXN-000808,KM-CLM-000578,Reserve,Indemnity,2282.82,2023-12-09,
KM-TXN-000809,KM-CLM-000212,Reserve,Indemnity,1272.18,2022-11-21,
KM-TXN-000810,KM-CLM-000236,Reserve,Legal,465.6,2021-08-27,
KM-TXN-000811,KM-CLM-000529,Reserve,Expense,25737.07,2021-09-25,
KM-TXN-000812,KM-CLM-000388,Payment,Expense,583.68,2022-10-15,CHK-320848
KM-TXN-000813,KM-CLM-000014,Payment,Legal,1123.78,2024-07-23,CHK-446215
KM-TXN-000814,KM-CLM-000519,Reserve Change,Legal,-34.1,2021-06-17,
KM-TXN-000815,KM-CLM-000222,Reserve Change,Expense,3714.94,2022-04-13,
KM-TXN-000816,KM-CLM-000616,Reserve Change,Expense,-4843.17,2022-01-02,
KM-TXN-000817,KM-CLM-000403,Payment,Medical,3245.38,2023-01-17,CHK-883039
KM-TXN-000818,KM-CLM-000513,Payment,Medical,1370.35,2023-07-10,CHK-855111
KM-TXN-000819,KM-CLM-000287,Payment,Medical,539.32,2022-04-21,CHK-993802
KM-TXN-000820,KM-CLM-000384,Payment,Indemnity,6152.47,2024-08-11,CHK-241913
KM-TXN-000821,KM-CLM-000247,Payment,Expense,21897.93,2023-08-27,CHK-272216
KM-TXN-000822,KM-CLM-000091,Reserve Change,Indemnity,1019.71,2021-10-28,
KM-TXN-000823,KM-CLM-000312,Reserve,Legal,1971.49,2022-08-31,
KM-TXN-000824,KM-CLM-000437,Payment,Indemnity,747.82,2023-08-05,CHK-649850
KM-TXN-000825,KM-CLM-000726,Payment,Indemnity,4758.61,2024-01-03,CHK-849817
KM-TXN-000826,KM-CLM-000043,Reserve Change,Legal,67.6,2021-12-09,
KM-TXN-000827,KM-CLM-000074,Reserve,Indemnity,998.76,2023-05-16,
KM-TXN-000828,KM-CLM-000754,Reserve,Indemnity,387.69,2024-01-11,
KM-TXN-000829,KM-CLM-000561,Reserve Change,Medical,1906.07,2024-01-16,
KM-TXN-000830,KM-CLM-000316,Reserve,Legal,736.57,2024-05-31,
KM-TXN-000831,KM-CLM-000734,Payment,Legal,1115.35,2024-01-09,CHK-969697
KM-TXN-000832,KM-CLM-000144,Reserve Change,Legal,8143.57,2022-01-10,
KM-TXN-000833,KM-CLM-000329,Reserve Change,Legal,-4155.69,2021-11-23,
KM-TXN-000834,KM-CLM-000209,Reserve,Expense,23873.49,2022-06-05,
KM-TXN-000835,KM-CLM-000099,Payment,Expense,530.89,2022-01-08,CHK-596889
KM-TXN-000836,KM-CLM-000700,Reserve,Legal,18252.04,2023-08-22,
KM-TXN-000837,KM-CLM-000114,Payment,Expense,3605.32,2023-11-05,CHK-110298
KM-TXN-000838,KM-CLM-000175,Payment,Indemnity,3248.06,2022-07-14,CHK-433120
KM-TXN-000839,KM-CLM-000271,Reserve Change,Medical,-3043.3,2023-09-01,
KM-TXN-000840,KM-CLM-000063,Payment,Medical,3882.62,2023-04-05,CHK-536525
KM-TXN-000841,KM-CLM-000796,Payment,Indemnity,2834.15,2021-10-11,CHK-287931
KM-TXN-000842,KM-CLM-000404,Payment,Medical,17422.74,2023-03-12,CHK-257652
KM-TXN-000843,KM-CLM-000225,Reserve,Indemnity,1950.94,2023-05-03,
KM-TXN-000844,KM-CLM-000161,Payment,Indemnity,8460.72,2024-02-21,CHK-593348
KM-TXN-000845,KM-CLM-000036,Reserve,Medical,1272.9,2022-08-10,
KM-TXN-000846,KM-CLM-000381,Reserve Change,Indemnity,-1193.98,2024-02-01,
KM-TXN-000847,KM-CLM-000653,Payment,Medical,840.33,2022-01-21,CHK-170304
KM-TXN-000848,KM-CLM-000318,Reserve,Legal,2337.5,2022-12-23,
KM-TXN-000849,KM-CLM-000708,Payment,Medical,1496.89,2023-12-18,CHK-105874
KM-TXN-000850,KM-CLM-000663,Reserve,Medical,42728.55,2021-08-18,
KM-TXN-000851,KM-CLM-000456,Reserve,Legal,9749.43,2024-06-21,
KM-TXN-000852,KM-CLM-000269,Reserve Change,Medical,6170.39,2022-04-15,
KM-TXN-000853,KM-CLM-000344,Reserve Change,Indemnity,72.88,2024-01-19,
KM-TXN-000854,KM-CLM-000040,Reserve,Expense,33661.26,2022-03-26,
KM-TXN-000855,KM-CLM-000750,Reserve Change,Legal,1135.04,2022-08-12,
KM-TXN-000856,KM-CLM-000414,Payment,Medical,701.27,2023-03-18,CHK-426988
KM-TXN-000857,KM-CLM-000380,Payment,Legal,6420.18,2024-08-07,CHK-835538
KM-TXN-000858,KM-CLM-000222,Payment,Legal,10728.75,2021-08-04,CHK-296790
KM-TXN-000859,KM-CLM-000281,Reserve,Indemnity,12803.52,2023-07-19,
KM-TXN-000860,KM-CLM-000225,Reserve,Indemnity,17091.22,2021-10-06,
KM-TXN-000861,KM-CLM-000457,Reserve,Medical,33480.87,2023-06-11,
KM-TXN-000862,KM-CLM-000154,Reserve,Medical,3277.8,2023-10-29,
KM-TXN-000863,KM-CLM-000280,Reserve,Legal,1674.19,2024-01-26,
KM-TXN-000864,KM-CLM-000353,Payment,Legal,2794.02,2022-08-12,CHK-308947
KM-TXN-000865,KM-CLM-000039,Payment,Legal,14353.39,2021-09-19,CHK-827759
KM-TXN-000866,KM-CLM-000729,Recovery,Subrogation,-898.92,2022-08-08,
KM-TXN-000867,KM-CLM-000756,Payment,Legal,3849.3,2021-07-17,CHK-198406
KM-TXN-000868,KM-CLM-000621,Reserve,Medical,5497.75,2023-10-15,
KM-TXN-000869,KM-CLM-000573,Reserve,Medical,7645.4,2022-12-05,
KM-TXN-000870,KM-CLM-000489,Reserve Change,Expense,-2640.09,2022-10-30,
KM-TXN-000871,KM-CLM-000198,Reserve,Legal,11185.81,2022-05-27,
KM-TXN-000872,KM-CLM-000276,Reserve Change,Indemnity,4388.92,2021-11-19,
KM-TXN-000873,KM-CLM-000172,Payment,Expense,297.97,2022-03-18,CHK-663852
KM-TXN-000874,KM-CLM-000784,Reserve Change,Indemnity,-7505.71,2021-10-20,
KM-TXN-000875,KM-CLM-000508,Payment,Indemnity,220.38,2022-12-13,CHK-580870
KM-TXN-000876,KM-CLM-000405,Reserve,Legal,44944.6,2023-09-08,
KM-TXN-000877,KM-CLM-000271,Payment,Legal,596.0,2021-11-15,CHK-447115
KM-TXN-000878,KM-CLM-000554,Payment,Legal,2757.48,2023-02-01,CHK-199315
KM-TXN-000879,KM-CLM-000701,Payment,Expense,15398.4,2023-12-12,CHK-164076
KM-TXN-000880,KM-CLM-000772,Payment,Indemnity,2694.66,2023-10-08,CHK-755331
KM-TXN-000881,KM-CLM-000664,Reserve,Legal,10630.05,2024-05-10,
KM-TXN-000882,KM-CLM-000131,Payment,Legal,657.37,2022-08-13,CHK-591461
KM-TXN-000883,KM-CLM-000626,Reserve Change,Legal,1666.05,2022-11-14,
KM-TXN-000884,KM-CLM-000385,Reserve Change,Legal,-4975.48,2022-06-12,
KM-TXN-000885,KM-CLM-000734,Payment,Medical,184.2,2021-09-19,CHK-723330
KM-TXN-000886,KM-CLM-000397,Reserve,Indemnity,5316.19,2021-12-07,
KM-TXN-000887,KM-CLM-000566,Reserve,Indemnity,7952.36,2023-10-26,
KM-TXN-000888,KM-CLM-000296,Reserve Change,Legal,-2641.92,2023-05-02,
KM-TXN-000889,KM-CLM-000383,Reserve Change,Expense,-3733.12,2023-01-30,
KM-TXN-000890,KM-CLM-000512,Reserve Change,Indemnity,-1067.16,2022-05-03,
KM-TXN-000891,KM-CLM-000395,Payment,Expense,755.91,2022-07-12,CHK-264052
KM-TXN-000892,KM-CLM-000554,Reserve Change,Legal,3711.01,2023-05-17,
KM-TXN-000893,KM-CLM-000605,Reserve Change,Legal,2234.23,2023-10-07,
KM-TXN-000894,KM-CLM-000260,Payment,Indemnity,12754.63,2024-02-12,CHK-170015
KM-TXN-000895,KM-CLM-000281,Reserve Change,Legal,-1777.54,2024-01-30,
KM-TXN-000896,KM-CLM-000356,Reserve,Expense,5457.43,2024-06-01,
KM-TXN-000897,KM-CLM-000420,Payment,Legal,2226.74,2022-04-26,CHK-467476
KM-TXN-000898,KM-CLM-000192,Reserve Change,Legal,-1864.97,2023-11-12,
KM-TXN-000899,KM-CLM-000637,Reserve,Indemnity,250.83,2023-05-28,
KM-TXN-000900,KM-CLM-000428,Recovery,Subrogation,-1036.8,2024-08-12,
KM-TXN-000901,KM-CLM-000348,Payment,Expense,29785.77,2023-08-06,CHK-767254
KM-TXN-000902,KM-CLM-000429,Reserve Change,Medical,4996.78,2021-06-21,
KM-TXN-000903,KM-CLM-000392,Payment,Legal,18955.02,2024-07-23,CHK-686317
KM-TXN-000904,KM-CLM-000341,Reserve Change,Expense,4483.98,2022-07-12,
KM-TXN-000905,KM-CLM-000547,Recovery,Salvage,-571.37,2021-11-07,
KM-TXN-000906,KM-CLM-000402,Payment,Medical,3721.56,2024-08-28,CHK-337009
KM-TXN-000907,KM-CLM-000047,Reserve,Medical,24461.1,2022-03-24,
KM-TXN-000908,KM-CLM-000665,Reserve Change,Expense,-8003.27,2023-03-26,
KM-TXN-000909,KM-CLM-000750,Payment,Legal,3083.39,2023-03-11,CHK-461714
KM-TXN-000910,KM-CLM-000425,Payment,Medical,1606.61,2021-06-30,CHK-759367
KM-TXN-000911,KM-CLM-000517,Reserve,Expense,45078.79,2022-04-05,
KM-TXN-000912,KM-CLM-000637,Reserve Change,Legal,1861.63,2023-12-27,
KM-TXN-000913,KM-CLM-000328,Payment,Legal,94.41,2022-03-30,CHK-114815
KM-TXN-000914,KM-CLM-000087,Reserve Change,Expense,2199.43,2024-03-19,
KM-TXN-000915,KM-CLM-000515,Recovery,Salvage,-84.62,2023-03-11,
KM-TXN-000916,KM-CLM-000165,Reserve,Medical,33228.48,2022-01-19,
KM-TXN-000917,KM-CLM-000223,Payment,Medical,719.48,2023-09-11,CHK-301998
KM-TXN-000918,KM-CLM-000297,Reserve Change,Expense,-5653.73,2022-11-21,
KM-TXN-000919,KM-CLM-000451,Reserve Change,Indemnity,-3855.25,2024-05-02,
KM-TXN-000920,KM-CLM-000343,Payment,Legal,618.68,2021-06-08,CHK-387918
KM-TXN-000921,KM-CLM-000341,Reserve Change,Medical,-778.55,2023-12-10,
KM-TXN-000922,KM-CLM-000461,Reserve,Medical,1351.86,2022-02-13,
KM-TXN-000923,KM-CLM-000392,Payment,Medical,1260.18,2023-12-08,CHK-397992
KM-TXN-000924,KM-CLM-000537,Recovery,Subrogation,-142.27,2024-08-28,
KM-TXN-000925,KM-CLM-000551,Reserve,Legal,3369.54,2021-12-17,
KM-TXN-000926,KM-CLM-000421,Payment,Indemnity,9967.7,2021-08-14,CHK-960623
KM-TXN-000927,KM-CLM-000381,Recovery,Salvage,-424.71,2022-08-22,
KM-TXN-000928,KM-CLM-000617,Payment,Legal,3823.71,2022-06-20,CHK-546867
KM-TXN-000929,KM-CLM-000005,Reserve,Expense,746.63,2023-10-09,
KM-TXN-000930,KM-CLM-000648,Payment,Medical,3625.09,2024-06-23,CHK-712859
KM-TXN-000931,KM-CLM-000004,Payment,Medical,7080.51,2022-05-07,CHK-864750
