txn_id,claim_id,txn_type,cost_category,txn_amount,txn_dt,check_num
GT-0000773,CLM-684900,PMT,MED,1743.48,2024-03-07,27751
GT-0000774,CLM-382207,PMT,MED,2695.8,2022-12-24,48908
GT-0000775,CLM-791593,RSV,IND,138.66,2021-08-06,
GT-0000776,CLM-925866,PMT,MED,1115.22,2023-12-27,11488
GT-0000777,CLM-758784,RSV_CHG,MED,3196.9,2022-11-22,
GT-0000778,CLM-454303,RSV,EXP,557.47,2023-04-21,
GT-0000779,CLM-593248,RSV,DCC,245.89,2022-11-05,
GT-0000780,CLM-716899,RSV,EXP,24596.78,2023-06-22,
GT-0000781,CLM-702504,RSV_CHG,MED,566.23,2023-03-12,
GT-0000782,CLM-140034,RSV,EXP,5548.43,2024-05-21,
GT-0000783,CLM-795803,PMT,DCC,2496.69,2024-05-26,53189
GT-0000784,CLM-666881,PMT,MED,2072.21,2022-08-02,91406
GT-0000785,CLM-381560,PMT,IND,30.87,2021-12-11,95061
GT-0000786,CLM-829286,RSV,IND,2099.36,2024-07-17,
GT-0000787,CLM-398593,PMT,EXP,1228.87,2024-06-24,29835
GT-0000788,CLM-451326,RSV,MED,5210.44,2023-02-19,
GT-0000789,CLM-668087,RSV,DCC,4197.53,2023-12-08,
GT-0000790,CLM-791593,PMT,AO,846.24,2024-08-04,17289
GT-0000791,CLM-494244,REC,SALV,-1435.3,2021-09-17,
GT-0000792,CLM-456710,RSV_CHG,AO,-1281.83,2023-11-08,
GT-0000793,CLM-734463,RSV_CHG,DCC,831.32,2023-11-08,
GT-0000794,CLM-923769,PMT,AO,11782.29,2023-01-14,77972
GT-0000795,CLM-238785,REC,SUBRO,-111.91,2021-09-07,
GT-0000796,CLM-970053,PMT,IND,77.72,2023-07-13,33940
GT-0000797,CLM-917769,PMT,AO,2311.67,2022-02-18,40609
GT-0000798,CLM-615171,RSV,EXP,10294.48,2022-02-23,
GT-0000799,CLM-734563,PMT,MED,25098.78,2021-10-29,54149
GT-0000800,CLM-176401,RSV_CHG,AO,144.75,2022-08-08,
GT-0000801,CLM-698336,PMT,EXP,1177.35,2022-02-03,40425
GT-0000802,CLM-866748,PMT,DCC,746.86,2022-06-26,14060
GT-0000803,CLM-914044,REC,DED,-1796.38,2023-08-30,
GT-0000804,CLM-671671,PMT,IND,2869.22,2023-04-29,84740
GT-0000805,CLM-573682,PMT,MED,4302.37,2022-09-06,73501
GT-0000806,CLM-898488,PMT,IND,2120.99,2023-02-23,65918
GT-0000807,CLM-363408,PMT,DCC,4511.28,2022-01-16,66112
GT-0000808,CLM-668087,RSV_CHG,DCC,6319.67,2022-08-17,
GT-0000809,CLM-340961,PMT,EXP,3211.84,2022-12-20,89774
GT-0000810,CLM-808236,PMT,IND,733.93,2021-09-30,23409
GT-0000811,CLM-441045,PMT,DCC,421.65,2022-03-31,91577
GT-0000812,CLM-703396,PMT,EXP,1811.59,2023-11-01,44212
GT-0000813,CLM-684483,RSV_CHG,MED,6810.59,2021-11-13,
GT-0000814,CLM-569009,PMT,IND,1935.44,2023-04-29,83229
GT-0000815,CLM-930948,PMT,EXP,171.12,2024-07-17,91322
GT-0000816,CLM-700408,PMT,MED,14923.75,2023-12-17,62517
GT-0000817,CLM-979296,PMT,EXP,2696.54,2021-08-09,26397
GT-0000818,CLM-825397,RSV_CHG,IND,-406.38,2022-12-04,
GT-0000819,CLM-139521,RSV,MED,3077.0,2024-05-14,
GT-0000820,CLM-378663,PMT,MED,73.97,2022-05-19,84499
GT-0000821,CLM-557666,RSV_CHG,AO,-3729.01,2022-02-22,
GT-0000822,CLM-345224,RSV,EXP,1041.46,2024-05-31,
GT-0000823,CLM-407914,RSV,IND,10936.46,2023-09-28,
GT-0000824,CLM-829286,RSV,MED,2868.61,2021-11-17,
GT-0000825,CLM-140177,RSV_CHG,MED,4908.0,2021-11-28,
GT-0000826,CLM-814637,RSV,AO,127.38,2022-09-19,
GT-0000827,CLM-295714,RSV,AO,149348.69,2022-07-01,
GT-0000828,CLM-454126,PMT,EXP,7448.29,2021-12-06,81460
GT-0000829,CLM-649161,RSV_CHG,DCC,1929.75,2022-09-17,
GT-0000830,CLM-966614,RSV_CHG,DCC,-1559.3,2022-03-04,
GT-0000831,CLM-644656,RSV,EXP,14213.97,2024-02-01,
GT-0000832,CLM-685823,RSV_CHG,MED,398.92,2021-11-10,
GT-0000833,CLM-563681,RSV,DCC,2928.82,2022-01-12,
GT-0000834,CLM-965250,PMT,EXP,3910.42,2022-01-31,14450
GT-0000835,CLM-857513,PMT,MED,4576.78,2023-02-17,95070
GT-0000836,CLM-749633,PMT,MED,2348.58,2021-10-06,58499
GT-0000837,CLM-213542,PMT,MED,795.19,2021-08-28,62730
GT-0000838,CLM-957251,RSV_CHG,MED,-543.65,2022-10-04,
GT-0000839,CLM-619829,PMT,AO,257.13,2023-04-02,79985
GT-0000840,CLM-505042,RSV_CHG,MED,-6311.08,2024-03-30,
GT-0000841,CLM-607771,RSV,AO,1536.11,2022-03-28,
GT-0000842,CLM-892710,RSV_CHG,MED,4363.94,2022-12-06,
GT-0000843,CLM-433191,RSV,IND,4857.81,2022-03-08,
GT-0000844,CLM-578816,PMT,MED,5112.76,2024-05-13,27263
GT-0000845,CLM-925866,PMT,IND,7934.33,2022-02-19,10565
GT-0000846,CLM-286410,PMT,MED,2371.21,2024-03-13,21164
GT-0000847,CLM-218090,RSV_CHG,EXP,-4665.17,2023-11-28,
GT-0000848,CLM-148016,PMT,DCC,4257.15,2021-11-02,72109
GT-0000849,CLM-887663,RSV,AO,655.12,2022-03-03,
GT-0000850,CLM-975468,PMT,IND,738.41,2023-10-04,96360
GT-0000851,CLM-813813,RSV_CHG,MED,6100.51,2022-06-15,
GT-0000852,CLM-136901,PMT,MED,1470.52,2023-07-28,57775
GT-0000853,CLM-925866,PMT,IND,2696.01,2021-11-13,42244
GT-0000854,CLM-601556,RSV_CHG,MED,-9184.42,2024-06-05,
GT-0000855,CLM-238028,RSV_CHG,IND,-1427.7,2023-01-12,
GT-0000856,CLM-483821,RSV_CHG,MED,1269.34,2022-02-18,
GT-0000857,CLM-411142,PMT,MED,1675.6,2023-03-07,92306
GT-0000858,CLM-494387,RSV,EXP,14199.82,2024-03-13,
GT-0000859,CLM-291251,REC,SALV,-271.26,2024-07-08,
GT-0000860,CLM-910099,RSV_CHG,DCC,5162.7,2023-06-05,
GT-0000861,CLM-569009,RSV_CHG,DCC,-2080.9,2023-08-17,
GT-0000862,CLM-196750,PMT,IND,1524.76,2021-08-20,10364
GT-0000863,CLM-611462,PMT,IND,409.96,2022-04-04,68794
GT-0000864,CLM-637196,REC,DED,-1001.23,2022-01-05,
GT-0000865,CLM-408298,RSV_CHG,DCC,-3414.16,2022-09-26,
GT-0000866,CLM-363408,RSV,DCC,6131.2,2024-01-14,
GT-0000867,CLM-598970,PMT,EXP,4269.25,2023-06-29,90699
GT-0000868,CLM-284452,PMT,IND,4916.26,2022-11-01,63541
GT-0000869,CLM-328855,RSV_CHG,DCC,11781.99,2023-06-23,
GT-0000870,CLM-665559,RSV,DCC,4070.39,2024-07-21,
GT-0000871,CLM-183473,RSV_CHG,MED,-1390.89,2022-07-06,
GT-0000872,CLM-393178,RSV,DCC,1472.52,2022-04-02,
GT-0000873,CLM-993891,RSV,AO,10756.92,2021-09-16,
GT-0000874,CLM-620580,PMT,AO,1253.81,2024-03-25,63613
GT-0000875,CLM-704823,RSV_CHG,EXP,-3799.24,2022-07-07,
GT-0000876,CLM-918149,PMT,EXP,473.64,2024-07-18,23173
GT-0000877,CLM-607771,RSV,MED,30030.55,2024-01-26,
GT-0000878,CLM-604592,RSV,IND,16488.47,2024-07-06,
GT-0000879,CLM-644142,RSV,MED,33419.51,2021-08-08,
GT-0000880,CLM-454912,RSV,EXP,410.74,2024-03-23,
GT-0000881,CLM-486589,PMT,EXP,929.88,2022-05-09,78969
GT-0000882,CLM-632188,PMT,MED,450.7,2024-03-16,66441
GT-0000883,CLM-815484,PMT,IND,1761.77,2021-11-24,84956
GT-0000884,CLM-178129,RSV,IND,1135.99,2022-11-08,
GT-0000885,CLM-898488,RSV_CHG,MED,6286.16,2024-03-16,
GT-0000886,CLM-573963,PMT,MED,930.59,2022-03-18,53673
GT-0000887,CLM-289214,PMT,AO,16536.88,2023-11-29,72952
GT-0000888,CLM-211369,REC,DED,-1405.74,2022-03-05,
GT-0000889,CLM-583819,RSV,EXP,17108.52,2023-12-22,
GT-0000890,CLM-601556,RSV,DCC,63863.21,2021-09-26,
GT-0000891,CLM-756477,RSV,MED,4495.52,2024-06-14,
GT-0000892,CLM-207309,RSV_CHG,MED,3793.67,2022-03-16,
GT-0000893,CLM-857513,RSV,IND,6655.9,2024-03-20,
GT-0000894,CLM-680429,PMT,MED,531.06,2022-06-13,30045
GT-0000895,CLM-957251,REC,SALV,-271.82,2022-04-23,
GT-0000896,CLM-509106,PMT,MED,1138.84,2022-09-20,95411
GT-0000897,CLM-695451,PMT,IND,2655.77,2023-09-26,94142
GT-0000898,CLM-829286,RSV,MED,13407.14,2022-12-28,
GT-0000899,CLM-107971,RSV_CHG,AO,2528.48,2024-04-12,
GT-0000900,CLM-907151,PMT,EXP,3139.77,2024-05-01,48060
GT-0000901,CLM-590448,PMT,DCC,1032.45,2022-04-05,10881
GT-0000902,CLM-263518,RSV_CHG,IND,-9979.71,2024-08-01,
GT-0000903,CLM-583064,PMT,AO,3993.19,2022-09-10,50582
GT-0000904,CLM-870229,PMT,IND,524.83,2024-04-20,42493
GT-0000905,CLM-100686,PMT,IND,24399.82,2023-06-25,50285
GT-0000906,CLM-206551,RSV_CHG,DCC,1549.53,2022-11-08,
GT-0000907,CLM-615171,PMT,MED,8879.55,2021-10-22,74323
GT-0000908,CLM-700330,RSV_CHG,MED,-4962.19,2024-02-03,
GT-0000909,CLM-397340,PMT,MED,6425.04,2023-12-07,43767
GT-0000910,CLM-720478,PMT,EXP,3752.86,2022-03-06,25796
GT-0000911,CLM-127491,RSV,IND,7358.21,2021-08-15,
GT-0000912,CLM-616765,PMT,EXP,377.53,2022-08-08,31412
GT-0000913,CLM-382207,RSV,IND,1303.89,2023-03-11,
GT-0000914,CLM-362276,PMT,DCC,3468.18,2021-08-31,51679
GT-0000915,CLM-164056,RSV,DCC,1304.54,2023-08-21,
GT-0000916,CLM-346709,PMT,EXP,503.62,2023-07-22,39561
GT-0000917,CLM-719323,PMT,AO,767.29,2024-03-11,19508
GT-0000918,CLM-509106,RSV_CHG,DCC,2261.21,2024-05-22,
GT-0000919,CLM-187008,PMT,IND,9394.12,2021-10-04,96068
GT-0000920,CLM-176281,RSV_CHG,DCC,1863.18,2021-08-31,
GT-0000921,CLM-224775,PMT,DCC,7226.58,2022-07-14,35450
GT-0000922,CLM-284452,RSV_CHG,EXP,-634.13,2023-01-09,
GT-0000923,CLM-139623,PMT,EXP,20957.82,2023-03-24,73197
GT-0000924,CLM-778785,PMT,DCC,8351.84,2022-09-02,96569
GT-0000925,CLM-745485,PMT,IND,4735.37,2022-05-04,91090
GT-0000926,CLM-657989,RSV,AO,8360.49,2022-10-11,
GT-0000927,CLM-987874,PMT,AO,2479.14,2023-10-19,51385
GT-0000928,CLM-688760,PMT,MED,213.19,2022-08-17,63045
GT-0000929,CLM-836959,PMT,EXP,200.47,2022-06-29,22705
GT-0000930,CLM-280205,RSV,IND,11450.93,2022-04-06,
GT-0000931,CLM-987237,RSV,DCC,4519.87,2023-10-10,
GT-0000932,CLM-454301,RSV,EXP,9890.05,2021-10-17,
GT-0000933,CLM-312123,RSV_CHG,AO,-5084.28,2023-09-27,
GT-0000934,CLM-131350,PMT,MED,10722.22,2023-09-23,11668
GT-0000935,CLM-243497,RSV_CHG,AO,-908.65,2023-07-23,
GT-0000936,CLM-512464,RSV_CHG,DCC,1710.75,2024-02-20,
GT-0000937,CLM-910099,PMT,MED,769.63,2023-01-14,16793
GT-0000938,CLM-628986,PMT,DCC,2263.14,2023-10-25,75038
GT-0000939,CLM-607771,RSV_CHG,MED,10723.58,2024-03-24,
GT-0000940,CLM-620580,PMT,EXP,6666.34,2021-09-10,74250
GT-0000941,CLM-295666,RSV_CHG,AO,-2560.27,2023-10-06,
GT-0000942,CLM-640331,PMT,IND,400.21,2024-01-24,74994
GT-0000943,CLM-801827,PMT,MED,2347.84,2023-08-01,35749
GT-0000944,CLM-665093,RSV,MED,2371.65,2021-12-14,
GT-0000945,CLM-743456,RSV,EXP,1361.49,2024-01-12,
GT-0000946,CLM-684483,PMT,AO,19609.3,2022-03-31,94195
GT-0000947,CLM-851567,PMT,IND,113.1,2022-12-17,32224
GT-0000948,CLM-503150,RSV,AO,12533.1,2023-08-17,
GT-0000949,CLM-124031,RSV,EXP,90089.96,2022-05-18,
GT-0000950,CLM-253662,PMT,DCC,327.75,2022-01-31,19604
GT-0000951,CLM-522218,PMT,DCC,860.9,2023-05-22,75054
GT-0000952,CLM-436007,RSV_CHG,AO,-1479.45,2021-11-21,
GT-0000953,CLM-595858,RSV_CHG,EXP,7243.21,2022-03-25,
GT-0000954,CLM-100686,RSV_CHG,EXP,-132.27,2023-11-11,
GT-0000955,CLM-374419,PMT,AO,21228.35,2023-04-03,55824
GT-0000956,CLM-753451,PMT,MED,4479.93,2022-05-25,18140
GT-0000957,CLM-802160,RSV_CHG,MED,-1585.14,2023-10-05,
GT-0000958,CLM-666881,PMT,DCC,341.43,2021-12-27,39590
GT-0000959,CLM-916189,RSV,MED,798.35,2021-08-10,
GT-0000960,CLM-211369,RSV,MED,11617.29,2024-04-10,
GT-0000961,CLM-302779,RSV_CHG,DCC,11562.3,2021-08-20,
GT-0000962,CLM-704035,PMT,AO,799.99,2022-10-20,64924
GT-0000963,CLM-421513,PMT,IND,642.5,2022-09-09,21293
GT-0000964,CLM-632188,RSV_CHG,MED,2946.92,2023-08-16,
GT-0000965,CLM-640331,PMT,IND,1146.78,2021-11-04,85444
GT-0000966,CLM-774561,RSV_CHG,MED,-2089.65,2024-07-06,
GT-0000967,CLM-782939,PMT,IND,11140.23,2023-01-11,96932
GT-0000968,CLM-671671,REC,SUBRO,-2926.38,2022-06-17,
GT-0000969,CLM-220570,PMT,IND,2147.51,2023-03-01,33506
GT-0000970,CLM-523259,RSV,IND,1418.3,2022-10-08,
GT-0000971,CLM-589887,RSV,AO,7487.11,2022-03-19,
GT-0000972,CLM-739348,RSV,DCC,20735.11,2022-10-29,
GT-0000973,CLM-770213,PMT,AO,8527.51,2022-05-08,15896
GT-0000974,CLM-758639,RSV,IND,24327.15,2023-03-14,
GT-0000975,CLM-483821,PMT,MED,51.14,2023-03-23,29216
GT-0000976,CLM-615171,RSV_CHG,EXP,2213.37,2024-05-27,
GT-0000977,CLM-192492,PMT,AO,4031.81,2021-12-14,53715
GT-0000978,CLM-613416,REC,SALV,-1506.95,2022-10-26,
GT-0000979,CLM-806617,RSV,AO,7141.02,2021-09-18,
GT-0000980,CLM-660130,RSV_CHG,IND,194.77,2021-08-21,
GT-0000981,CLM-517710,RSV,IND,2517.14,2023-04-10,
GT-0000982,CLM-948708,PMT,DCC,527.59,2022-03-08,91528
GT-0000983,CLM-640331,RSV_CHG,IND,-2847.41,2023-12-19,
GT-0000984,CLM-658579,RSV_CHG,DCC,6215.76,2021-12-31,
GT-0000985,CLM-233037,PMT,EXP,3748.38,2021-09-01,86523
GT-0000986,CLM-459275,PMT,IND,4332.06,2023-05-10,88331
GT-0000987,CLM-611462,REC,DED,-291.57,2022-11-12,
GT-0000988,CLM-483821,PMT,MED,2965.82,2021-11-04,19303
GT-0000989,CLM-233037,RSV,AO,76515.32,2022-05-29,
GT-0000990,CLM-660130,RSV_CHG,MED,624.44,2022-02-23,
GT-0000991,CLM-483894,RSV_CHG,EXP,3562.17,2023-08-25,
GT-0000992,CLM-111158,PMT,IND,767.36,2021-12-24,87435
GT-0000993,CLM-660130,PMT,AO,892.78,2023-09-12,35988
GT-0000994,CLM-151573,RSV,AO,6356.92,2024-04-02,
GT-0000995,CLM-834120,RSV,AO,1323.06,2023-08-17,
GT-0000996,CLM-571628,PMT,EXP,560.71,2023-10-04,77585
GT-0000997,CLM-149167,RSV,EXP,3071.16,2023-03-19,
GT-0000998,CLM-183473,RSV_CHG,MED,918.07,2023-11-06,
GT-0000999,CLM-466271,RSV_CHG,AO,-2756.03,2022-12-15,
GT-0001000,CLM-332419,PMT,EXP,1850.9,2022-11-17,73475
GT-0001001,CLM-794486,RSV_CHG,IND,-5048.44,2023-06-07,
GT-0001002,CLM-563681,RSV,DCC,5232.85,2022-11-20,
GT-0001003,CLM-717203,RSV_CHG,IND,-8522.56,2023-04-27,
GT-0001004,CLM-573682,PMT,MED,6038.89,2022-02-02,35346
GT-0001005,CLM-670392,PMT,MED,196.45,2022-02-08,37520
GT-0001006,CLM-438713,PMT,MED,11181.5,2021-08-07,70243
GT-0001007,CLM-814984,PMT,DCC,2583.71,2023-05-30,15284
GT-0001008,CLM-141316,RSV_CHG,DCC,2658.15,2021-09-04,
GT-0001009,CLM-299635,PMT,EXP,838.13,2022-03-31,34887
GT-0001010,CLM-275730,PMT,MED,2997.24,2023-02-17,49094
GT-0001011,CLM-655473,RSV,MED,5435.54,2024-05-18,
GT-0001012,CLM-967800,RSV_CHG,AO,-5180.39,2023-12-10,
GT-0001013,CLM-985734,PMT,DCC,4029.1,2023-01-14,34097
GT-0001014,CLM-236302,RSV,MED,1060.9,2022-06-15,
GT-0001015,CLM-758639,RSV,MED,170062.17,2024-05-01,
GT-0001016,CLM-864341,PMT,IND,534.63,2024-06-01,48525
GT-0001017,CLM-704035,PMT,EXP,180.72,2023-12-18,50699
GT-0001018,CLM-687132,PMT,EXP,13381.72,2022-04-08,46052
GT-0001019,CLM-946835,RSV_CHG,MED,3506.12,2023-05-18,
GT-0001020,CLM-291251,PMT,MED,2674.33,2024-03-25,68792
GT-0001021,CLM-838916,PMT,IND,721.53,2022-12-19,47566
GT-0001022,CLM-211369,RSV_CHG,DCC,290.12,2023-06-22,
GT-0001023,CLM-666881,RSV_CHG,MED,-708.84,2023-05-20,
GT-0001024,CLM-145090,RSV,DCC,16790.17,2022-03-16,
GT-0001025,CLM-739509,RSV_CHG,EXP,-2667.39,2022-05-08,
GT-0001026,CLM-492722,REC,DED,-313.39,2022-01-04,
GT-0001027,CLM-513209,PMT,EXP,3784.61,2024-02-06,82083
GT-0001028,CLM-987874,PMT,AO,8328.16,2024-05-06,89814
GT-0001029,CLM-816728,PMT,DCC,894.54,2023-06-06,10011
GT-0001030,CLM-863036,RSV_CHG,MED,2906.65,2022-02-18,
GT-0001031,CLM-295714,RSV,MED,21230.56,2022-05-02,
GT-0001032,CLM-578814,RSV,IND,925.79,2022-11-23,
GT-0001033,CLM-347996,PMT,AO,1031.45,2023-09-02,45511
GT-0001034,CLM-324885,PMT,MED,159.32,2024-05-16,74668
GT-0001035,CLM-688760,PMT,MED,21564.44,2024-06-03,66525
GT-0001036,CLM-393196,RSV_CHG,EXP,1103.96,2022-02-18,
GT-0001037,CLM-575606,PMT,EXP,4839.82,2023-07-01,13364
GT-0001038,CLM-986964,RSV_CHG,EXP,-1780.81,2023-08-12,
GT-0001039,CLM-257199,REC,SALV,-315.71,2023-01-14,
GT-0001040,CLM-967800,RSV,IND,3398.61,2022-06-13,
GT-0001041,CLM-373781,RSV_CHG,EXP,-791.51,2023-09-10,
GT-0001042,CLM-618938,RSV,AO,177362.08,2021-11-02,
GT-0001043,CLM-411142,RSV_CHG,AO,1787.62,2024-03-03,
GT-0001044,CLM-986582,REC,SALV,-1146.9,2022-06-26,
GT-0001045,CLM-741086,RSV_CHG,AO,96.35,2022-11-09,
GT-0001046,CLM-456660,RSV,AO,4572.52,2023-09-25,
GT-0001047,CLM-774810,RSV_CHG,AO,3060.95,2021-09-08,
GT-0001048,CLM-535696,PMT,EXP,1414.33,2022-06-11,68186
GT-0001049,CLM-106561,RSV,IND,37917.67,2023-03-29,
GT-0001050,CLM-701290,RSV_CHG,EXP,-3707.7,2023-03-23,
GT-0001051,CLM-509464,RSV_CHG,DCC,5472.87,2024-01-09,
GT-0001052,CLM-619829,PMT,IND,6763.93,2023-08-28,80063
GT-0001053,CLM-875275,PMT,MED,22219.47,2023-02-25,64523
GT-0001054,CLM-701290,PMT,IND,153.18,2023-12-14,26865
GT-0001055,CLM-478521,PMT,EXP,6023.56,2024-03-05,39555
GT-0001056,CLM-601556,RSV_CHG,AO,-2987.1,2024-03-17,
GT-0001057,CLM-876907,PMT,DCC,4740.75,2022-05-17,51315
GT-0001058,CLM-272408,RSV,AO,16666.32,2021-10-15,
GT-0001059,CLM-948708,PMT,EXP,486.92,2023-08-04,18609
GT-0001060,CLM-562847,PMT,IND,3744.57,2021-12-11,10673
GT-0001061,CLM-654919,PMT,AO,954.38,2024-01-22,71660
GT-0001062,CLM-343363,PMT,EXP,602.61,2022-02-25,64203
GT-0001063,CLM-398593,RSV,MED,198.63,2021-09-25,
GT-0001064,CLM-340027,RSV,DCC,38448.67,2024-03-01,
GT-0001065,CLM-749466,PMT,DCC,1314.63,2022-09-21,52120
GT-0001066,CLM-388769,PMT,EXP,377.82,2021-12-04,19989
GT-0001067,CLM-247172,PMT,AO,2235.02,2024-05-21,89731
GT-0001068,CLM-795803,RSV_CHG,MED,477.89,2024-03-07,
GT-0001069,CLM-510223,PMT,DCC,447.42,2022-04-08,19344
GT-0001070,CLM-914044,PMT,DCC,458.72,2023-08-11,71763
GT-0001071,CLM-970641,PMT,MED,6247.39,2023-09-26,92558
GT-0001072,CLM-586806,PMT,MED,1948.9,2023-01-22,14471
GT-0001073,CLM-816728,RSV,AO,1428.94,2024-04-11,
GT-0001074,CLM-874672,RSV_CHG,EXP,-1714.99,2024-07-24,
GT-0001075,CLM-329502,RSV,DCC,2242.95,2022-11-14,
GT-0001076,CLM-140034,REC,SUBRO,-86.06,2024-04-12,
GT-0001077,CLM-819781,REC,SALV,-1534.66,2021-12-04,
GT-0001078,CLM-649018,RSV,MED,2243.33,2022-10-18,
GT-0001079,CLM-767576,RSV_CHG,DCC,-693.8,2022-02-17,
GT-0001080,CLM-704035,RSV,DCC,9886.77,2024-04-23,
GT-0001081,CLM-308821,PMT,DCC,7465.31,2023-05-14,83054
GT-0001082,CLM-141316,PMT,EXP,1923.61,2023-04-21,56829
GT-0001083,CLM-931994,RSV_CHG,MED,-4906.61,2022-11-11,
GT-0001084,CLM-435666,RSV,MED,2702.27,2024-07-21,
GT-0001085,CLM-443807,PMT,EXP,1353.98,2021-09-02,21773
GT-0001086,CLM-447998,RSV,AO,215.05,2022-08-16,
GT-0001087,CLM-737468,PMT,MED,2748.7,2024-01-23,73349
GT-0001088,CLM-213994,PMT,IND,3481.21,2023-03-31,41312
GT-0001089,CLM-340027,RSV,DCC,4666.81,2021-12-28,
GT-0001090,CLM-585705,RSV,IND,1056.46,2023-04-10,
GT-0001091,CLM-305681,RSV,DCC,5650.72,2024-05-27,
GT-0001092,CLM-604592,RSV_CHG,EXP,4611.28,2023-05-27,
GT-0001093,CLM-930895,RSV_CHG,AO,-976.97,2024-02-27,
GT-0001094,CLM-100487,PMT,IND,4171.54,2022-08-06,96168
GT-0001095,CLM-987874,RSV_CHG,MED,1945.33,2023-09-25,
GT-0001096,CLM-578816,PMT,AO,126.3,2021-11-11,31818
GT-0001097,CLM-701290,PMT,MED,757.16,2022-06-28,80544
GT-0001098,CLM-308821,PMT,IND,2920.77,2022-07-20,87737
GT-0001099,CLM-524762,RSV_CHG,EXP,598.94,2023-06-12,
GT-0001100,CLM-235158,RSV,AO,18109.25,2023-01-14,
GT-0001101,CLM-456029,PMT,MED,2013.3,2023-10-17,55496
GT-0001102,CLM-453669,RSV_CHG,MED,2925.16,2024-07-17,
GT-0001103,CLM-957251,RSV_CHG,AO,-1505.79,2023-11-03,
GT-0001104,CLM-486589,RSV,EXP,6869.86,2022-05-30,
GT-0001105,CLM-524569,REC,SUBRO,-176.89,2024-02-10,
GT-0001106,CLM-291423,RSV,IND,16179.13,2022-08-16,
GT-0001107,CLM-906467,RSV,EXP,6214.09,2024-06-23,
GT-0001108,CLM-238028,RSV,DCC,575.43,2023-04-07,
GT-0001109,CLM-243497,PMT,MED,1099.88,2021-11-02,20283
GT-0001110,CLM-668178,PMT,IND,38284.39,2024-02-05,45125
GT-0001111,CLM-224775,RSV,MED,2961.25,2023-12-02,
GT-0001112,CLM-512464,RSV,AO,2456.06,2023-12-26,
GT-0001113,CLM-864341,PMT,EXP,551.38,2022-12-27,56094
GT-0001114,CLM-166564,PMT,EXP,364.16,2022-05-06,60269
GT-0001115,CLM-892269,RSV,AO,842.66,2021-08-22,
GT-0001116,CLM-931994,RSV_CHG,DCC,9080.81,2024-01-30,
GT-0001117,CLM-749633,PMT,MED,2380.02,2023-09-12,35242
GT-0001118,CLM-278591,RSV_CHG,DCC,-6361.55,2022-09-28,
GT-0001119,CLM-819781,PMT,MED,1518.33,2022-05-22,43527
GT-0001120,CLM-640331,RSV,DCC,20876.53,2024-04-06,
GT-0001121,CLM-127491,PMT,MED,2571.55,2021-12-17,14854
GT-0001122,CLM-225805,RSV_CHG,DCC,-6188.8,2022-09-27,
GT-0001123,CLM-864341,RSV,MED,11359.14,2023-06-24,
GT-0001124,CLM-665093,RSV_CHG,AO,136.13,2022-10-01,
GT-0001125,CLM-607771,PMT,EXP,1955.54,2023-10-31,89300
GT-0001126,CLM-393116,RSV_CHG,MED,8330.81,2024-04-01,
GT-0001127,CLM-211369,RSV_CHG,IND,-90.47,2023-12-04,
GT-0001128,CLM-759737,RSV_CHG,DCC,-3150.82,2022-05-11,
GT-0001129,CLM-131350,RSV,DCC,252.74,2023-08-04,
GT-0001130,CLM-870229,PMT,IND,600.76,2022-04-14,19617
GT-0001131,CLM-639236,PMT,EXP,556.47,2022-10-21,83183
GT-0001132,CLM-910471,PMT,EXP,124.18,2024-07-19,56401
GT-0001133,CLM-739509,PMT,AO,3543.83,2024-01-01,76700
GT-0001134,CLM-918149,RSV,AO,9022.72,2024-05-29,
GT-0001135,CLM-875275,REC,SUBRO,-530.66,2024-03-31,
GT-0001136,CLM-176401,RSV,AO,816.99,2021-11-15,
GT-0001137,CLM-275824,PMT,EXP,2047.6,2023-11-11,10190
GT-0001138,CLM-218695,PMT,IND,3351.1,2021-10-01,55129
GT-0001139,CLM-550846,RSV_CHG,MED,7951.4,2023-01-22,
GT-0001140,CLM-620580,PMT,MED,2327.72,2024-06-24,55392
GT-0001141,CLM-328855,RSV_CHG,IND,2074.23,2024-07-07,
GT-0001142,CLM-477861,RSV_CHG,MED,757.14,2023-10-15,
GT-0001143,CLM-981517,PMT,AO,1150.74,2022-11-22,81382
GT-0001144,CLM-753935,RSV,IND,14061.36,2022-07-28,
GT-0001145,CLM-141316,RSV,IND,3700.93,2021-11-26,
GT-0001146,CLM-447998,RSV_CHG,EXP,-658.08,2023-06-17,
GT-0001147,CLM-412619,PMT,AO,921.51,2023-08-29,20361
GT-0001148,CLM-305633,PMT,AO,1010.08,2022-11-25,22509
GT-0001149,CLM-522346,PMT,MED,2294.03,2023-01-14,52068
GT-0001150,CLM-419335,PMT,MED,3326.0,2021-08-13,69230
GT-0001151,CLM-347482,RSV,IND,1275.24,2023-07-12,
GT-0001152,CLM-662292,PMT,IND,1948.85,2021-09-22,44153
GT-0001153,CLM-811717,PMT,MED,462.52,2024-07-10,45553
GT-0001154,CLM-528264,PMT,MED,3358.74,2022-05-24,91153
GT-0001155,CLM-346709,RSV_CHG,IND,6620.13,2024-03-29,
GT-0001156,CLM-510223,PMT,MED,3029.16,2022-09-14,61432
GT-0001157,CLM-169224,RSV_CHG,IND,-1427.85,2023-12-05,
GT-0001158,CLM-477861,RSV,EXP,20748.81,2022-01-19,
