pol_id,line_of_business,status,eff_dt,exp_dt,jurisdiction,class_cd,total_premium,named_insured,producer_code,uw_id,term_number
GLI2648700,WorkersComp,Expired,2021-07-08,2022-07-08,Illinois,8810,6805.41,GLI Insured 419,P-300,,3
GLI1857027,CommAuto,Active,2021-04-06,2022-04-06,Wisconsin,7219,9381.41,GLI Insured 420,P-200,GLI-UW1,2
GLI6349555,GenLiab,Active,2023-09-02,2024-09-01,Michigan,58483,4798.49,GLI Insured 421,P-300,GLI-UW1,1
GLI2225651,WorkersComp,Active,2023-03-28,2024-03-27,Illinois,5183,47514.28,GLI Insured 422,P-300,GLI-UW3,2
GLI4295478,CommAuto,Expired,2023-07-03,2024-07-02,Illinois,7210,9785.06,GLI Insured 423,P-500,GLI-UW3,1
GLI9024526,CommAuto,Expired,2022-07-18,2023-07-18,Illinois,7230,1432.12,GLI Insured 424,P-500,GLI-UW3,2
GLI2952975,WorkersComp,Expired,2022-05-03,2023-05-03,Michigan,8810,14395.65,GLI Insured 425,P-300,GLI-UW3,1
GLI8413819,GenLiab,Expired,2022-12-29,2023-12-29,Wisconsin,41677,14976.75,GLI Insured 426,P-400,GLI-UW3,1
GLI2398988,CommAuto,Non-Renewed,2022-06-22,2023-06-22,Ohio,7230,3024.75,GLI Insured 427,P-200,GLI-UW2,1
GLI8986555,GenLiab,Non-Renewed,2022-12-01,2023-12-01,Michigan,58483,7548.96,GLI Insured 428,P-400,GLI-UW2,1
GLI4311759,CommAuto,Expired,2023-11-01,2024-10-31,Indiana,7230,1430.05,GLI Insured 429,,GLI-UW2,1
GLI2675639,WorkersComp,Expired,2022-09-26,2023-09-26,Indiana,9015,3306.3,GLI Insured 430,P-400,GLI-UW3,4
GLI4606999,CommAuto,Active,2023-01-27,2024-01-27,Michigan,7210,3374.0,GLI Insured 431,P-200,,2
GLI9174374,CommAuto,Active,2023-01-08,2024-01-08,Indiana,7230,1559.12,GLI Insured 432,P-400,GLI-UW2,2
GLI6032509,GenLiab,Expired,2022-04-03,2023-04-03,Michigan,41677,5676.87,GLI Insured 433,,GLI-UW1,2
GLI1161102,WorkersComp,Non-Renewed,2021-11-16,2022-11-16,Wisconsin,7380,14549.96,GLI Insured 434,P-100,,1
GLI8210103,CommAuto,Active,2022-12-20,2023-12-20,Wisconsin,7219,2119.34,GLI Insured 435,P-300,GLI-UW1,2
GLI2871060,GenLiab,Expired,2022-06-12,2023-06-12,Ohio,41677,1858.61,GLI Insured 436,P-200,GLI-UW1,4
GLI8426297,GenLiab,Non-Renewed,2022-06-29,2023-06-29,Michigan,97047,1535.95,GLI Insured 437,P-200,,1
GLI4268180,WorkersComp,Cancelled,2022-07-24,2023-07-24,Wisconsin,8017,24129.02,GLI Insured 438,P-200,GLI-UW2,5
GLI8654679,GenLiab,Expired,2023-11-26,2024-11-25,Illinois,58483,1347.96,GLI Insured 439,P-200,GLI-UW2,5
GLI1008306,CommAuto,Active,2023-10-19,2024-10-18,Michigan,7230,4949.57,GLI Insured 440,P-200,,4
GLI5223626,CommAuto,Active,2021-04-09,2022-04-09,Wisconsin,7210,10037.86,GLI Insured 441,P-300,,1
GLI7831160,WorkersComp,Active,2022-12-02,2023-12-02,Minnesota,8742,3360.44,GLI Insured 442,P-400,GLI-UW2,2
GLI5542317,CommAuto,Expired,2024-01-11,2025-01-10,Michigan,7230,2228.82,GLI Insured 443,P-100,,3
GLI9264542,GenLiab,Active,2021-09-12,2022-09-12,Illinois,97047,6251.28,GLI Insured 444,,GLI-UW3,1
GLI3961713,WorkersComp,Active,2023-04-26,2024-04-25,Illinois,7380,10062.83,GLI Insured 445,P-200,GLI-UW1,3
GLI6513654,WorkersComp,Expired,2021-12-29,2022-12-29,Wisconsin,5183,5174.12,GLI Insured 446,P-400,,4
GLI9510963,WorkersComp,Expired,2022-12-19,2023-12-19,Illinois,8810,6202.19,GLI Insured 447,P-200,GLI-UW1,5
GLI9108087,WorkersComp,Expired,2021-08-14,2022-08-14,Ohio,9015,8793.5,GLI Insured 448,P-200,GLI-UW2,1
GLI9626848,GenLiab,Non-Renewed,2024-02-17,2025-02-16,Ohio,97047,3931.38,GLI Insured 449,P-300,GLI-UW2,1
GLI5760630,WorkersComp,Active,2023-12-01,2024-11-30,Minnesota,8810,5805.88,GLI Insured 450,P-400,GLI-UW3,1
GLI6027079,WorkersComp,Active,2023-10-04,2024-10-03,Indiana,5183,46544.19,GLI Insured 451,P-500,GLI-UW1,1
GLI5432538,GenLiab,Expired,2022-08-27,2023-08-27,Michigan,97047,12218.96,GLI Insured 452,P-500,,2
GLI9928667,CommAuto,Active,2021-07-16,2022-07-16,Minnesota,7230,8641.93,GLI Insured 453,P-300,GLI-UW3,4
GLI5177895,WorkersComp,Expired,2023-09-07,2024-09-06,Minnesota,5183,5961.36,GLI Insured 454,P-100,GLI-UW1,3
GLI6723417,CommAuto,Expired,2023-05-07,2024-05-06,Ohio,7219,1208.17,GLI Insured 455,P-300,GLI-UW3,5
GLI5618572,WorkersComp,Expired,2022-03-31,2023-03-31,Ohio,8810,75243.11,GLI Insured 456,P-300,GLI-UW2,2
GLI9439984,WorkersComp,Active,2022-09-17,2023-09-17,Indiana,5191,4651.27,GLI Insured 457,P-200,GLI-UW2,3
GLI6180871,CommAuto,Cancelled,2021-12-19,2022-12-19,Illinois,7230,4996.5,GLI Insured 458,P-100,GLI-UW1,4
GLI8382709,GenLiab,Non-Renewed,2023-03-16,2024-03-15,Wisconsin,58483,10167.7,GLI Insured 459,P-200,GLI-UW2,5
GLI2870157,GenLiab,Active,2021-06-29,2022-06-29,Michigan,41677,3413.96,GLI Insured 460,P-200,GLI-UW1,5
GLI4056477,GenLiab,Active,2023-10-27,2024-10-26,Michigan,58483,11172.16,GLI Insured 461,P-300,GLI-UW3,2
GLI9180242,GenLiab,Expired,2022-07-19,2023-07-19,Ohio,41677,5470.96,GLI Insured 462,P-500,GLI-UW1,5
GLI1109341,GenLiab,Active,2022-06-01,2023-06-01,Ohio,97047,4399.2,GLI Insured 463,P-300,GLI-UW2,2
GLI6355413,GenLiab,Expired,2021-03-07,2022-03-07,Michigan,41677,3412.79,GLI Insured 464,,GLI-UW2,5
GLI9548795,GenLiab,Active,2022-12-31,2023-12-31,Illinois,41677,2447.26,GLI Insured 465,P-200,GLI-UW2,4
GLI8893786,CommAuto,Non-Renewed,2023-02-28,2024-02-28,Wisconsin,7230,1092.29,GLI Insured 466,P-200,GLI-UW1,1
GLI9317941,WorkersComp,Active,2023-11-14,2024-11-13,Illinois,7380,101966.12,GLI Insured 467,P-400,GLI-UW1,5
GLI3736881,WorkersComp,Non-Renewed,2021-12-25,2022-12-25,Wisconsin,5191,30079.71,GLI Insured 468,P-500,GLI-UW1,1
GLI3999685,WorkersComp,Active,2022-09-10,2023-09-10,Michigan,5191,8889.68,GLI Insured 469,P-400,GLI-UW2,5
GLI2099905,GenLiab,Active,2022-12-16,2023-12-16,Illinois,41677,18920.74,GLI Insured 470,P-400,GLI-UW1,3
GLI8248007,CommAuto,Active,2023-11-18,2024-11-17,Illinois,7220,10942.87,GLI Insured 471,P-500,GLI-UW1,3
GLI6111027,GenLiab,Cancelled,2022-12-04,2023-12-04,Wisconsin,58483,8753.71,GLI Insured 472,P-400,GLI-UW1,1
GLI2586587,WorkersComp,Expired,2022-04-14,2023-04-14,Indiana,9015,5940.22,GLI Insured 473,P-500,GLI-UW3,1
GLI8435634,CommAuto,Expired,2022-03-21,2023-03-21,Illinois,7219,8534.74,GLI Insured 474,P-500,,6
GLI6745050,WorkersComp,Active,2021-11-02,2022-11-02,Ohio,8742,18356.72,GLI Insured 475,P-100,GLI-UW3,2
GLI4064453,GenLiab,Active,2022-10-27,2023-10-27,Wisconsin,41677,,GLI Insured 476,P-500,GLI-UW2,4
GLI4247993,GenLiab,Expired,2021-07-03,2022-07-03,Illinois,97047,4147.35,GLI Insured 477,P-200,GLI-UW1,3
GLI2823879,GenLiab,Expired,2022-04-04,2023-04-04,Michigan,97047,7355.13,GLI Insured 478,,GLI-UW2,3
GLI4889005,WorkersComp,Active,2024-02-06,2025-02-05,Minnesota,7380,10363.72,GLI Insured 479,P-200,GLI-UW2,3
GLI4577178,WorkersComp,Active,2023-12-28,2024-12-27,Michigan,7380,5752.29,GLI Insured 480,P-300,GLI-UW2,1
GLI6153966,WorkersComp,Active,2022-09-30,2023-09-30,Indiana,9015,11304.72,GLI Insured 481,,GLI-UW2,2
GLI9418465,WorkersComp,Active,2022-07-22,2023-07-22,Ohio,7380,25021.83,GLI Insured 482,P-100,GLI-UW2,3
GLI6123490,GenLiab,Expired,2023-04-10,2024-04-09,Indiana,41677,18406.31,GLI Insured 483,P-400,GLI-UW1,4
GLI6368975,WorkersComp,Active,2023-07-15,2024-07-14,Illinois,7380,12701.81,GLI Insured 484,P-200,GLI-UW1,3
GLI9898627,CommAuto,Expired,2021-03-23,2022-03-23,Indiana,7230,3582.36,GLI Insured 485,P-100,GLI-UW1,1
GLI8916759,CommAuto,Expired,2022-11-01,2023-11-01,Minnesota,7230,7319.51,GLI Insured 486,,GLI-UW1,6
GLI2726662,CommAuto,Expired,2022-08-17,2023-08-17,Indiana,7219,2185.37,GLI Insured 487,P-100,GLI-UW1,3
GLI6034195,WorkersComp,Expired,2022-04-23,2023-04-23,Ohio,5183,5771.05,GLI Insured 488,P-500,GLI-UW1,2
GLI4528113,GenLiab,Cancelled,2021-12-21,2022-12-21,Michigan,41677,15065.05,GLI Insured 489,P-200,GLI-UW1,4
GLI3593718,CommAuto,Expired,2022-10-28,2023-10-28,Wisconsin,7230,14916.71,GLI Insured 490,P-500,GLI-UW1,3
GLI6431882,GenLiab,Cancelled,2021-04-21,2022-04-21,Indiana,91580,13520.02,GLI Insured 491,P-500,GLI-UW1,3
GLI3623750,WorkersComp,Expired,2021-04-29,2022-04-29,Michigan,8810,7529.37,GLI Insured 492,P-400,GLI-UW1,3
GLI4219615,GenLiab,Active,2023-07-12,2024-07-11,Ohio,97047,942.24,GLI Insured 493,,GLI-UW2,1
GLI7647803,WorkersComp,Active,2021-08-09,2022-08-09,Minnesota,5191,16408.88,GLI Insured 494,P-100,GLI-UW3,2
GLI3881944,CommAuto,Active,2023-03-25,2024-03-24,Ohio,7219,5805.58,GLI Insured 495,P-500,,1
GLI3649846,CommAuto,Active,2023-10-09,2024-10-08,Minnesota,7220,5923.74,GLI Insured 496,P-400,,3
GLI3636248,WorkersComp,Expired,2021-12-28,2022-12-28,Wisconsin,8810,2229.1,GLI Insured 497,P-200,GLI-UW2,1
GLI6464024,WorkersComp,Expired,2023-09-01,2024-08-31,Ohio,8810,6017.66,GLI Insured 498,P-300,GLI-UW2,1
GLI9664866,GenLiab,Expired,2023-04-22,2024-04-21,Wisconsin,41677,24154.85,GLI Insured 499,P-400,GLI-UW1,4
GLI8948628,WorkersComp,Active,2022-01-16,2023-01-16,Illinois,8810,3224.43,GLI Insured 500,P-400,,2
GLI7994575,GenLiab,Expired,2023-08-27,2024-08-26,Michigan,91580,8627.42,GLI Insured 501,P-100,GLI-UW3,3
GLI5519499,CommAuto,Active,2022-12-04,2023-12-04,Michigan,7219,2541.85,GLI Insured 502,P-100,GLI-UW3,2
GLI4837345,WorkersComp,Active,2021-10-07,2022-10-07,Minnesota,5183,12794.01,GLI Insured 503,P-100,GLI-UW1,2
GLI5409982,WorkersComp,Expired,2022-09-12,2023-09-12,Michigan,7380,6774.58,GLI Insured 504,P-200,GLI-UW2,2
GLI8918538,WorkersComp,Active,2023-09-20,2024-09-19,Minnesota,5191,24000.92,GLI Insured 505,P-100,GLI-UW1,4
GLI6093866,CommAuto,Active,2022-09-17,2023-09-17,Illinois,7210,4141.78,GLI Insured 506,P-300,,1
GLI7220842,CommAuto,Active,2022-04-10,2023-04-10,Ohio,7219,8073.09,GLI Insured 507,P-300,GLI-UW1,2
GLI3432470,GenLiab,Active,2023-09-15,2024-09-14,Indiana,97047,29407.54,GLI Insured 508,P-500,GLI-UW2,1
GLI6137726,CommAuto,Active,2022-10-05,2023-10-05,Indiana,7220,8024.57,GLI Insured 509,P-400,GLI-UW1,2
GLI6598928,GenLiab,Active,2022-01-28,2023-01-28,Wisconsin,58483,8614.97,GLI Insured 510,P-200,GLI-UW3,5
GLI6938019,WorkersComp,Active,2021-11-19,2022-11-19,Indiana,8810,22961.59,GLI Insured 511,P-100,GLI-UW1,4
GLI6290638,CommAuto,Active,2022-12-22,2023-12-22,Michigan,7230,5966.1,GLI Insured 512,P-400,GLI-UW3,2
GLI8544846,WorkersComp,Expired,2021-04-04,2022-04-04,Indiana,8742,4688.21,GLI Insured 513,P-500,GLI-UW2,1
GLI6167665,WorkersComp,Active,2021-11-09,2022-11-09,Michigan,8742,3784.64,GLI Insured 514,P-400,GLI-UW2,2
GLI8135314,GenLiab,Expired,2021-06-16,2022-06-16,Illinois,41677,9434.37,GLI Insured 515,P-400,GLI-UW1,4
GLI7602542,GenLiab,Active,2022-12-29,2023-12-29,Illinois,41677,3293.67,GLI Insured 516,P-200,,1
GLI7998173,WorkersComp,Non-Renewed,2023-11-03,2024-11-02,Wisconsin,5183,4229.76,GLI Insured 517,P-300,GLI-UW3,3
GLI1095169,GenLiab,Expired,2023-03-26,2024-03-25,Minnesota,58483,4663.47,GLI Insured 518,P-400,GLI-UW2,3
GLI7779356,CommAuto,Active,2021-12-16,2022-12-16,Michigan,7220,1201.98,GLI Insured 519,P-100,GLI-UW2,1
GLI1927904,GenLiab,Active,2022-12-06,2023-12-06,Ohio,58483,3219.21,GLI Insured 520,P-300,GLI-UW1,3
GLI7858320,WorkersComp,Active,2023-04-08,2024-04-07,Michigan,8017,4179.62,GLI Insured 521,P-100,GLI-UW1,1
GLI6932624,WorkersComp,Expired,2021-04-22,2022-04-22,Minnesota,7380,74292.62,GLI Insured 522,P-300,GLI-UW2,1
GLI3347640,GenLiab,Active,2023-08-07,2024-08-06,Wisconsin,58483,9905.93,GLI Insured 523,P-300,GLI-UW3,2
GLI8665337,CommAuto,Active,2022-12-24,2023-12-24,Illinois,7210,2996.05,GLI Insured 524,P-300,GLI-UW2,1
GLI5600435,CommAuto,Cancelled,2023-05-20,2024-05-19,Indiana,7219,2352.39,GLI Insured 525,P-300,GLI-UW2,4
GLI1326813,CommAuto,Active,2022-02-28,2023-02-28,Indiana,7230,730.29,GLI Insured 526,P-300,GLI-UW3,3
GLI4392572,GenLiab,Expired,2022-12-29,2023-12-29,Michigan,58483,1682.9,GLI Insured 527,,,6
GLI4499878,CommAuto,Cancelled,2021-05-10,2022-05-10,Wisconsin,7210,1258.81,GLI Insured 528,P-400,GLI-UW2,2
GLI5293781,CommAuto,Cancelled,2022-10-01,2023-10-01,Illinois,7220,2031.07,GLI Insured 529,P-500,GLI-UW2,1
GLI5945871,GenLiab,Expired,2022-12-24,2023-12-24,Michigan,41677,5386.87,GLI Insured 530,P-100,,2
GLI7265873,GenLiab,Cancelled,2021-05-20,2022-05-20,Indiana,91580,4673.79,GLI Insured 531,P-300,GLI-UW2,4
GLI1397267,WorkersComp,Non-Renewed,2024-01-12,2025-01-11,Michigan,8742,3627.63,GLI Insured 532,P-100,GLI-UW2,2
GLI6399676,CommAuto,Non-Renewed,2021-06-23,2022-06-23,Wisconsin,7210,3883.02,GLI Insured 533,P-100,GLI-UW3,2
GLI8172232,CommAuto,Active,2021-11-26,2022-11-26,Michigan,7220,1475.57,GLI Insured 534,P-200,,2
GLI7415713,WorkersComp,Active,2023-12-13,2024-12-12,Illinois,7380,12085.49,GLI Insured 535,P-300,GLI-UW3,1
GLI6464089,CommAuto,Active,2021-07-09,2022-07-09,Indiana,7230,6869.03,GLI Insured 536,P-300,GLI-UW1,1
GLI4346251,WorkersComp,Cancelled,2021-07-18,2022-07-18,Indiana,5191,12627.05,GLI Insured 537,P-500,GLI-UW2,1
GLI4606763,WorkersComp,Active,2021-12-12,2022-12-12,Illinois,8742,21688.19,GLI Insured 538,P-500,GLI-UW1,2
GLI9437990,GenLiab,Active,2022-01-05,2023-01-05,Wisconsin,91580,,GLI Insured 539,P-200,GLI-UW2,1
GLI8383705,WorkersComp,Active,2021-09-26,2022-09-26,Illinois,9015,,GLI Insured 540,P-400,GLI-UW2,3
GLI5596336,CommAuto,Expired,2024-02-04,2025-02-03,Minnesota,7210,2065.34,GLI Insured 541,P-300,GLI-UW1,3
GLI2792386,WorkersComp,Expired,2022-01-29,2023-01-29,Michigan,9015,2873.71,GLI Insured 542,P-500,GLI-UW2,3
GLI2248676,CommAuto,Active,2022-06-25,2023-06-25,Michigan,7230,1494.84,GLI Insured 543,P-300,GLI-UW3,1
GLI5079175,WorkersComp,Expired,2021-09-05,2022-09-05,Michigan,5191,75402.74,GLI Insured 544,P-100,,3
GLI3691366,CommAuto,Active,2023-03-08,2024-03-07,Minnesota,7220,7615.35,GLI Insured 545,P-400,GLI-UW1,2
GLI6460699,GenLiab,Active,2023-03-02,2024-03-01,Indiana,41677,19890.84,GLI Insured 546,P-300,GLI-UW2,5
GLI9047740,WorkersComp,Non-Renewed,2023-01-22,2024-01-22,Illinois,8017,11130.96,GLI Insured 547,,GLI-UW2,2
GLI8883139,WorkersComp,Expired,2021-08-14,2022-08-14,Wisconsin,5183,3846.46,GLI Insured 548,P-100,GLI-UW1,1
GLI1771751,CommAuto,Active,2023-06-24,2024-06-23,Indiana,7230,6440.14,GLI Insured 549,P-400,GLI-UW2,1
GLI7544171,WorkersComp,Non-Renewed,2023-02-02,2024-02-02,Wisconsin,8017,66731.33,GLI Insured 550,P-300,,3
GLI9171197,WorkersComp,Active,2021-07-21,2022-07-21,Wisconsin,9015,12993.48,GLI Insured 551,P-200,GLI-UW1,2
GLI5191722,WorkersComp,Expired,2023-12-04,2024-12-03,Minnesota,5183,7322.44,GLI Insured 552,P-500,GLI-UW2,1
GLI5700013,CommAuto,Expired,2023-05-30,2024-05-29,Minnesota,7219,4866.42,GLI Insured 553,P-500,GLI-UW2,2
GLI7291774,GenLiab,Active,2021-07-06,2022-07-06,Minnesota,41677,13257.7,GLI Insured 554,P-400,GLI-UW1,1
GLI1995171,CommAuto,Expired,2024-02-08,2025-02-07,Illinois,7210,3978.91,GLI Insured 555,P-100,GLI-UW1,2
GLI2701879,CommAuto,Active,2023-07-01,2024-06-30,Illinois,7220,3708.11,GLI Insured 556,P-200,GLI-UW3,2
GLI1941446,WorkersComp,Active,2023-05-20,2024-05-19,Wisconsin,8017,4403.46,GLI Insured 557,P-100,,4
GLI6749416,GenLiab,Active,2022-01-12,2023-01-12,Ohio,97047,7213.98,GLI Insured 558,P-200,GLI-UW3,1
GLI5631287,WorkersComp,Expired,2021-08-31,2022-08-31,Indiana,8017,2585.84,GLI Insured 559,P-400,GLI-UW2,4
GLI7198322,GenLiab,Expired,2022-04-29,2023-04-29,Ohio,58483,3992.71,GLI Insured 560,P-300,GLI-UW3,2
GLI8350507,WorkersComp,Expired,2023-09-05,2024-09-04,Minnesota,9015,7218.26,GLI Insured 561,P-400,GLI-UW1,1
GLI5768677,GenLiab,Expired,2022-01-20,2023-01-20,Indiana,58483,2326.24,GLI Insured 562,P-300,GLI-UW3,6
GLI2862787,CommAuto,Active,2021-10-23,2022-10-23,Wisconsin,7219,3960.85,GLI Insured 563,P-300,GLI-UW2,3
GLI8916176,WorkersComp,Active,2022-08-17,2023-08-17,Wisconsin,8017,19112.83,GLI Insured 564,P-300,GLI-UW3,1
GLI3252923,GenLiab,Active,2022-06-09,2023-06-09,Wisconsin,58483,17333.83,GLI Insured 565,P-200,GLI-UW1,3
GLI2241325,WorkersComp,Non-Renewed,2022-07-04,2023-07-04,Wisconsin,8742,6548.48,GLI Insured 566,P-300,GLI-UW3,5
GLI6444970,GenLiab,Cancelled,2021-06-24,2022-06-24,Illinois,41677,3774.36,GLI Insured 567,P-100,GLI-UW2,5
GLI7942032,GenLiab,Non-Renewed,2021-04-19,2022-04-19,Indiana,58483,4408.5,GLI Insured 568,P-500,GLI-UW1,3
GLI3546321,WorkersComp,Active,2021-06-16,2022-06-16,Illinois,8742,14230.58,GLI Insured 569,P-500,GLI-UW2,3
GLI3523621,WorkersComp,Expired,2022-06-05,2023-06-05,Indiana,8017,4621.8,GLI Insured 570,P-500,GLI-UW2,1
GLI6013965,CommAuto,Expired,2023-11-06,2024-11-05,Ohio,7219,2597.46,GLI Insured 571,P-300,GLI-UW1,6
GLI4355347,CommAuto,Expired,2021-05-26,2022-05-26,Illinois,7219,4864.52,GLI Insured 572,P-300,GLI-UW2,1
GLI2476481,GenLiab,Expired,2021-05-26,2022-05-26,Illinois,91580,8225.88,GLI Insured 573,P-300,GLI-UW2,1
GLI8352802,GenLiab,Active,2022-05-23,2023-05-23,Wisconsin,58483,6378.58,GLI Insured 574,P-200,GLI-UW1,6
GLI5114220,WorkersComp,Expired,2022-06-20,2023-06-20,Illinois,8742,9059.28,GLI Insured 575,P-200,GLI-UW2,1
GLI6500277,GenLiab,Expired,2022-01-07,2023-01-07,Michigan,97047,3686.55,GLI Insured 576,,GLI-UW1,2
GLI5374141,GenLiab,Active,2021-12-07,2022-12-07,Indiana,41677,5520.78,GLI Insured 577,P-100,GLI-UW1,2
GLI9909162,WorkersComp,Non-Renewed,2023-12-21,2024-12-20,Michigan,9015,948.63,GLI Insured 578,P-300,GLI-UW1,4
GLI5889205,WorkersComp,Expired,2022-12-15,2023-12-15,Wisconsin,8810,32689.25,GLI Insured 579,P-500,GLI-UW1,2
GLI1366612,CommAuto,Expired,2022-12-22,2023-12-22,Michigan,7220,4504.28,GLI Insured 580,P-300,,2
GLI3356654,GenLiab,Expired,2023-05-03,2024-05-02,Michigan,41677,29236.65,GLI Insured 581,P-400,,1
GLI2140916,WorkersComp,Expired,2023-05-20,2024-05-19,Illinois,7380,25842.24,GLI Insured 582,P-500,GLI-UW3,1
GLI6267395,GenLiab,Active,2021-04-09,2022-04-09,Illinois,41677,2829.69,GLI Insured 583,P-300,GLI-UW1,4
GLI7060427,GenLiab,Expired,2024-01-09,2025-01-08,Ohio,91580,4059.11,GLI Insured 584,P-400,GLI-UW3,2
GLI8479960,WorkersComp,Active,2022-10-15,2023-10-15,Wisconsin,8810,3004.91,GLI Insured 585,P-200,GLI-UW2,1
GLI4603961,CommAuto,Non-Renewed,2023-12-04,2024-12-03,Ohio,7230,2518.19,GLI Insured 586,P-400,GLI-UW1,2
GLI4089357,WorkersComp,Active,2021-04-18,2022-04-18,Wisconsin,8742,1983.35,GLI Insured 587,P-100,,1
GLI6389968,WorkersComp,Active,2023-06-28,2024-06-27,Illinois,5183,3528.91,GLI Insured 588,P-100,,3
GLI8857213,CommAuto,Non-Renewed,2021-07-18,2022-07-18,Michigan,7220,1949.7,GLI Insured 589,P-400,GLI-UW3,1
GLI4819874,GenLiab,Active,2021-05-22,2022-05-22,Ohio,58483,10995.3,GLI Insured 590,P-300,GLI-UW1,1
GLI8731003,CommAuto,Active,2022-04-14,2023-04-14,Ohio,7219,1294.15,GLI Insured 591,P-500,GLI-UW2,2
GLI7076771,GenLiab,Cancelled,2021-05-13,2022-05-13,Wisconsin,97047,32231.49,GLI Insured 592,P-200,GLI-UW1,5
GLI6587015,WorkersComp,Active,2022-05-02,2023-05-02,Minnesota,5191,6065.77,GLI Insured 593,P-500,GLI-UW1,3
GLI4338417,CommAuto,Active,2022-06-14,2023-06-14,Michigan,7210,10331.83,GLI Insured 594,P-100,GLI-UW3,2
GLI5345732,GenLiab,Active,2023-12-02,2024-12-01,Illinois,91580,2511.56,GLI Insured 595,,GLI-UW2,1
GLI5284192,WorkersComp,Cancelled,2021-03-15,2022-03-15,Illinois,8017,16323.09,GLI Insured 596,P-300,GLI-UW1,3
GLI1388196,CommAuto,Active,2023-02-14,2024-02-14,Michigan,7230,1439.55,GLI Insured 597,P-200,GLI-UW1,5
GLI3353339,CommAuto,Expired,2021-08-13,2022-08-13,Michigan,7210,1433.92,GLI Insured 598,P-500,GLI-UW2,3
GLI2999683,GenLiab,Active,2023-03-24,2024-03-23,Illinois,58483,13037.62,GLI Insured 599,,,1
GLI7891727,CommAuto,Active,2024-01-07,2025-01-06,Minnesota,7220,3694.69,GLI Insured 600,,GLI-UW2,6
GLI8169423,CommAuto,Active,2022-01-31,2023-01-31,Indiana,7220,3502.54,GLI Insured 601,P-200,GLI-UW1,2
GLI7648944,GenLiab,Non-Renewed,2023-05-23,2024-05-22,Ohio,91580,2434.2,GLI Insured 602,P-400,GLI-UW2,2
GLI9159725,WorkersComp,Expired,2022-05-10,2023-05-10,Michigan,5191,3699.27,GLI Insured 603,P-300,GLI-UW3,2
GLI1805827,CommAuto,Active,2022-01-06,2023-01-06,Indiana,7220,1316.58,GLI Insured 604,P-400,GLI-UW3,1
GLI9865037,CommAuto,Active,2021-03-16,2022-03-16,Wisconsin,7220,2789.69,GLI Insured 605,P-300,GLI-UW2,1
GLI2011437,WorkersComp,Active,2022-09-28,2023-09-28,Indiana,5183,10204.69,GLI Insured 606,P-300,GLI-UW1,5
GLI9594324,CommAuto,Expired,2022-08-27,2023-08-27,Minnesota,7210,4253.35,GLI Insured 607,P-500,GLI-UW1,2
GLI7265860,WorkersComp,Active,2023-04-06,2024-04-05,Michigan,5191,8784.87,GLI Insured 608,P-500,,4
GLI1271812,GenLiab,Active,2024-01-11,2025-01-10,Wisconsin,91580,1051.08,GLI Insured 609,P-500,GLI-UW1,6
GLI8335114,GenLiab,Expired,2023-05-05,2024-05-04,Wisconsin,41677,6357.43,GLI Insured 610,P-400,GLI-UW3,3
GLI1538280,WorkersComp,Active,2022-01-22,2023-01-22,Minnesota,5191,6081.76,GLI Insured 611,P-400,GLI-UW1,3
GLI9459266,WorkersComp,Active,2022-04-17,2023-04-17,Illinois,8810,3994.24,GLI Insured 612,P-100,GLI-UW3,5
GLI6487324,GenLiab,Active,2022-08-07,2023-08-07,Ohio,91580,2022.12,GLI Insured 613,P-400,GLI-UW1,2
GLI9254549,WorkersComp,Active,2023-01-15,2024-01-15,Michigan,5183,14728.68,GLI Insured 614,P-400,GLI-UW1,2
GLI5742020,CommAuto,Active,2022-04-05,2023-04-05,Wisconsin,7220,908.44,GLI Insured 615,P-200,GLI-UW2,5
GLI6599438,WorkersComp,Active,2022-12-30,2023-12-30,Indiana,8810,2670.32,GLI Insured 616,P-500,GLI-UW2,1
GLI2125910,WorkersComp,Expired,2022-08-16,2023-08-16,Illinois,7380,9250.37,GLI Insured 617,P-500,GLI-UW2,1
GLI2267561,WorkersComp,Active,2023-05-14,2024-05-13,Michigan,7380,5101.61,GLI Insured 618,,GLI-UW2,2
GLI2545911,WorkersComp,Active,2021-10-31,2022-10-31,Illinois,8810,11388.7,GLI Insured 619,P-300,GLI-UW2,4
GLI2884667,CommAuto,Expired,2022-10-06,2023-10-06,Indiana,7210,4304.68,GLI Insured 620,P-300,GLI-UW3,5
GLI9921493,GenLiab,Expired,2023-09-11,2024-09-10,Illinois,97047,3154.61,GLI Insured 621,,GLI-UW2,2
GLI3654556,CommAuto,Active,2021-04-29,2022-04-29,Illinois,7220,1230.33,GLI Insured 622,P-200,GLI-UW3,1
GLI9615106,CommAuto,Active,2023-08-30,2024-08-29,Ohio,7210,6817.2,GLI Insured 623,P-500,GLI-UW2,2
GLI2471869,CommAuto,Active,2024-01-13,2025-01-12,Wisconsin,7219,3565.17,GLI Insured 624,,,3
GLI8859233,WorkersComp,Non-Renewed,2023-06-09,2024-06-08,Illinois,5191,2480.45,GLI Insured 625,P-400,GLI-UW2,1
GLI4202560,WorkersComp,Expired,2022-04-24,2023-04-24,Michigan,8742,1224.88,GLI Insured 626,,GLI-UW2,2
GLI2226138,WorkersComp,Active,2022-03-14,2023-03-14,Michigan,5191,10930.16,GLI Insured 627,P-300,GLI-UW2,3
